Seconds	O2	CO2	BP	WVP	FlowRate	Temperature	Marker
75	21.01946	5.21E-02	98.9959	2.559883	78.07932	26.46525	-1
76	21.03196	5.30E-02	98.98464	2.568008	77.35431	26.4715	-1
77	21.02806	5.24E-02	98.88714	2.577696	76.6418	26.46681	-1
78	21.02649	0.0522665	98.89464	2.583321	75.93553	26.4715	-1
79	21.01243	0.0522665	98.92088	2.590508	75.20428	26.459	-1
80	21.01556	5.18E-02	98.89088	2.597383	74.47926	26.46681	-1
81	21.01399	5.20E-02	98.87963	2.602071	73.748	26.46368	-1
82	21.01243	5.37E-02	98.94339	2.605509	73.01049	26.46212	-1
83	21.01165	5.37E-02	98.96213	2.610821	72.32298	26.46368	-1
84	21.01009	0.0588291	98.95464	2.613634	71.67922	26.46837	-1
85	21.03118	5.80E-02	98.92838	2.617696	70.99796	26.47306	-1
86	21.02649	5.85E-02	98.94714	2.620509	70.2792	26.47931	-1
87	21.02728	5.99E-02	98.96588	2.623009	69.64794	26.4715	-1
88	21.0304	6.20E-02	98.98464	2.624884	68.94793	26.46525	-1
89	21.03899	6.38E-02	98.86464	2.629259	68.21667	26.45744	-1
90	21.03821	6.35E-02	98.92464	2.631447	67.65416	26.45587	-1
91	21.02337	6.71E-02	98.88338	2.633947	66.9479	26.46212	-1
92	21.0179	0.0719543	98.87963	2.636759	66.24789	26.46837	-1
93	21.02415	0.0755481	98.88714	2.637384	65.67913	26.46994	-1
94	21.01946	8.32E-02	98.96213	2.638634	65.04162	26.46994	-1
95	21.01165	8.93E-02	98.93589	2.640197	64.41036	26.47306	-1
96	21.03509	0.1024235	98.95839	2.641759	63.7791	26.46994	-1
97	21.03509	0.1121112	98.93589	2.642697	63.16659	26.46525	-1
98	21.03587	0.120705	98.94339	2.644259	62.58533	26.459	-1
99	21.03353	0.1316427	98.95464	2.646759	61.94157	26.45744	-1
100	21.04056	0.1427366	98.92088	2.647072	61.38531	26.44962	-1
101	21.04602	0.1541431	98.98839	2.648009	60.7728	26.45275	-1
102	21.04759	0.1625807	98.88338	2.648634	60.25405	26.44806	-1
103	21.02415	0.1738309	98.93214	2.649572	59.64779	26.44493	-1
104	21.03587	0.186331	98.87213	2.650509	59.10403	26.4465	-1
105	21.02728	0.1975812	98.84589	2.651134	58.56652	26.45744	-1
106	21.03587	0.2108627	98.86838	2.651447	57.99776	26.45587	-1
107	21.02806	0.2228941	98.95839	2.649884	57.39151	26.46212	-1
108	21.04602	0.2385193	98.94339	2.652697	56.82274	26.45744	-1
109	21.04368	0.2466445	98.94714	2.653009	56.27899	26.45744	-1
110	21.04134	0.2574259	98.90964	2.653322	55.79148	26.46212	-1
111	21.04602	0.2669573	98.98839	2.653947	55.28522	26.46056	-1
112	21.05149	0.2757074	98.95088	2.654884	54.72896	26.45744	-1
113	21.05306	0.2850825	98.88714	2.655509	54.23521	26.45744	-1
114	21.05149	0.2900826	98.91338	2.655197	53.7977	26.45587	-1
115	21.04134	0.297739	98.86464	2.655509	53.29769	26.45744	-1
116	21.03587	0.3041453	98.89464	2.655822	52.77268	26.44806	-1
117	21.04056	0.3107079	98.86464	2.657072	52.29143	26.44493	-1
118	21.03509	0.3161768	98.96213	2.656447	51.86642	26.44025	-1
119	21.0304	0.3222706	98.96588	2.657072	51.37266	26.42306	51
120	21.05149	0.3303957	98.95839	2.657072	50.87265	26.4215	-1
121	21.04993	0.3353958	98.92838	2.657072	50.24139	26.434	-1
122	21.05306	0.3393021	98.98464	2.65676	49.86639	26.44806	-1
123	21.05931	0.3410209	98.98464	2.654572	49.46638	26.459	-1
124	21.05462	0.3436772	98.98464	2.652072	49.02887	26.45744	-1
125	21.05852	0.3450835	98.92088	2.649572	48.48512	26.45587	-1
126	21.0429	0.3452397	98.87213	2.647384	48.09136	26.44962	-1
127	21.03899	0.3475835	98.92464	2.644259	47.70386	26.45431	-1
128	21.04837	0.3493023	98.89088	2.641759	47.2726	26.459	-1
129	21.03431	0.3513336	98.87963	2.638634	46.82884	26.46056	-1
130	21.03665	0.3518023	98.85713	2.635822	46.45384	26.459	-1
131	21.03196	0.3538336	98.95839	2.633009	45.95383	26.46056	-1
132	21.03743	0.3586774	98.9959	2.630197	45.52882	26.46368	-1
133	21.06399	0.3588337	98.94714	2.627697	45.06631	26.4715	-1
134	21.05306	0.3618025	98.99214	2.626134	44.63506	26.47618	-1
135	21.05462	0.3616462	98.98464	2.623321	44.19755	26.46837	-1
136	21.05774	0.3624275	98.92088	2.622072	43.81005	26.46837	-1
137	21.05931	0.3632087	98.89464	2.620509	43.37254	26.46837	-1
138	21.03899	0.3624275	98.89464	2.619259	42.95378	26.47775	-1
139	21.04602	0.3624275	98.89088	2.618321	42.59128	26.48244	-1
140	21.03899	0.3641463	98.88338	2.616446	42.18502	26.47306	-1
141	21.04837	0.3635212	98.87589	2.614884	41.80376	26.46212	-1
142	21.03509	0.3643025	98.85713	2.613946	41.41001	26.46212	-1
143	21.03743	0.3683651	98.95839	2.612696	40.99125	26.46994	-1
144	21.04915	0.3691463	98.92464	2.612384	40.57875	26.47775	-1
145	21.05384	0.3683651	98.94714	2.610821	40.23499	26.46525	-1
146	21.05227	0.3689901	98.95088	2.609571	39.80999	26.46056	-1
147	21.05149	0.3697713	99.00339	2.608321	39.40998	26.46056	-1
148	21.05227	0.3703963	98.89464	2.608634	39.06622	26.46212	-1
149	21.05306	0.3686776	98.91713	2.607071	38.75372	26.47306	-1
150	21.04446	0.3686776	98.88714	2.606134	38.37871	26.46681	-1
151	21.03509	0.3685213	98.91713	2.605509	38.07246	26.46525	-1
152	21.03821	0.3691463	98.86838	2.603634	37.67245	26.46212	-1
153	21.04134	0.3686776	98.87963	2.603009	37.2912	26.46212	-1
154	21.03353	0.3696151	98.87963	2.602071	36.93494	26.46681	-1
155	21.03743	0.3735214	98.95839	2.601758	36.52244	26.46681	-1
156	21.05227	0.3719589	98.94339	2.599571	36.95369	26.46681	-1
157	21.05149	0.3722714	98.95088	2.599884	40.6225	26.46681	-1
158	21.04368	0.3708651	98.98464	2.598634	45.46632	26.46368	-1
159	21.04446	0.3727401	98.98464	2.599258	50.6539	26.46837	-1
