Seconds	O2	CO2	BP	WVP	FlowRate	Temp	Marker
4925	-4.27E-02	3.41E-02	98.11837	1.904873	152.0555	25.50117	-1
4926	-4.73E-02	3.18E-02	98.12212	1.89706	152.043	25.49648	-1
4927	-4.58E-02	3.19E-02	98.03963	1.891123	151.9492	25.50898	-1
4928	-4.89E-02	3.30E-02	98.09962	1.885185	152.0305	25.49961	-1
4929	-2.94E-02	3.12E-02	98.05087	1.878623	152.1742	25.50742	-1
4930	-0.0395298	2.79E-02	98.12212	1.871122	152.0555	25.50274	-1
4931	-4.89E-02	3.13E-02	98.04338	1.864247	151.993	25.5043	-1
4932	-5.59E-02	3.23E-02	98.02087	1.85831	152.1367	25.49492	-1
4933	-3.56E-02	3.01E-02	98.06587	1.851122	152.1617	25.50274	-1
4934	-4.42E-02	0.0275687	98.07337	1.84706	151.993	25.50898	-1
4935	-2.47E-02	2.82E-02	98.05836	1.840497	152.0804	25.51211	-1
4936	-3.33E-02	2.49E-02	98.11462	1.835809	152.0367	25.51055	-1
4937	-4.03E-02	2.93E-02	98.02087	1.830184	151.9117	25.51055	-1
4938	-4.73E-02	3.05E-02	98.14462	1.822997	151.6617	25.5043	-1
4939	-4.27E-02	2.74E-02	98.10712	1.819247	151.7804	25.50742	-1
4940	-3.95E-02	2.69E-02	98.08087	1.812371	151.8304	25.50117	-1
4941	-4.19E-02	3.04E-02	98.02087	1.804871	151.6304	25.50274	-1
4942	-3.64E-02	2.60E-02	98.10712	1.799559	151.6492	25.50586	-1
4943	-3.33E-02	2.71E-02	98.08087	1.792996	151.9305	25.5168	-1
4944	-0.0356369	2.58E-02	98.08463	1.788309	152.043	25.51211	-1
4945	-0.0426693	2.51E-02	98.00587	1.784559	151.9179	25.52305	-1
4946	-3.72E-02	2.40E-02	98.06212	1.775496	152.0179	25.50274	-1
4947	-3.88E-02	0.0270999	98.11087	1.773308	152.1429	25.51211	-1
4948	-2.94E-02	2.52E-02	98.01712	1.763308	152.0679	25.51055	-1
4949	-0.0270462	2.57E-02	98.07713	1.759558	151.9617	25.50586	-1
4950	-3.10E-02	2.60E-02	98.12588	1.753933	152.1304	25.5168	-1
4951	-0.0333004	2.49E-02	98.11837	1.749558	152.1617	25.51367	-1
4952	-2.94E-02	2.52E-02	98.11462	1.74237	152.0367	25.51055	-1
4953	-4.27E-02	2.62E-02	98.10338	1.73862	152.0179	25.52148	-1
4954	-4.27E-02	2.52E-02	98.09587	1.732995	152.1992	25.51523	-1
4955	-2.94E-02	2.29E-02	98.08463	1.72737	152.1492	25.50586	-1
4956	-3.56E-02	2.40E-02	98.01337	1.721433	151.9305	25.51211	-1
4957	-2.86E-02	2.63E-02	98.00961	1.716745	151.8992	25.50898	-1
4958	-3.25E-02	2.54E-02	98.08087	1.710807	151.9554	25.50742	-1
4959	-2.08E-02	2.58E-02	98.06212	1.704245	151.8804	25.51992	-1
4960	-3.72E-02	2.58E-02	98.12962	1.70112	151.6367	25.51367	-1
4961	-3.57E-02	2.43E-02	98.08087	1.695807	151.7929	25.51211	-1
4962	-3.25E-02	2.27E-02	98.09962	1.68862	151.8804	25.51523	-1
4963	-3.41E-02	1.96E-02	98.06212	1.682682	151.868	25.51523	-1
4964	-3.10E-02	2.26E-02	98.06962	1.680182	151.9742	25.51523	-1
4965	-2.47E-02	0.021006	98.09587	1.671744	152.218	25.52148	-1
4966	-3.02E-02	2.35E-02	98.05087	1.666119	152.1992	25.5168	-1
4967	-0.0286274	2.30E-02	98.04712	1.662057	152.1492	25.5168	-1
4968	-2.55E-02	2.30E-02	98.06587	1.656744	152.2305	25.52617	-1
4969	-3.33E-02	2.21E-02	98.00961	1.650807	152.3117	25.52148	-1
4970	-1.85E-02	0.0186622	98.03963	1.647056	152.2554	25.52305	-1
4971	-3.41E-02	2.30E-02	98.05836	1.641431	152.0929	25.51992	-1
4972	-2.55E-02	2.19E-02	98.05836	1.636119	152.2742	25.51836	-1
4973	-2.08E-02	2.10E-02	98.06587	1.631431	152.3367	25.53242	-1
4974	-2.39E-02	2.18E-02	98.05836	1.626744	152.1054	25.51992	-1
4975	-1.85E-02	2.08E-02	98.05463	1.619244	152.1429	25.5293	-1
4976	-3.02E-02	2.10E-02	98.09587	1.615494	152.0992	25.53086	-1
4977	-2.24E-02	0.0202247	98.09962	1.609868	152.0054	25.52305	-1
4978	-3.72E-02	1.98E-02	98.02087	1.605181	151.8492	25.5293	-1
4979	-2.47E-02	2.19E-02	98.07713	1.599243	151.8304	25.51992	-1
4980	-3.02E-02	0.0208497	98.05463	1.594243	151.8554	25.5293	-1
4981	-2.94E-02	2.07E-02	98.07713	1.588618	151.8304	25.51992	-1
4982	-2.40E-02	1.74E-02	98.12962	1.586431	151.6804	25.5168	-1
4983	-1.61E-02	1.76E-02	98.02462	1.579243	151.9242	25.5293	-1
4984	-0.0169239	1.93E-02	98.06587	1.576118	152.1554	25.52461	-1
4985	-2.01E-02	1.90E-02	98.11462	1.570493	152.1242	25.53086	-1
4986	-1.46E-02	1.83E-02	98.12212	1.567368	152.0617	25.53086	-1
4987	-2.01E-02	1.69E-02	98.08463	1.56268	152.1992	25.52773	-1
4988	-1.93E-02	0.0158496	98.06212	1.556743	152.2867	25.52305	-1
4989	-2.08E-02	1.90E-02	98.11087	1.55143	152.1867	25.51523	-1
4990	-2.08E-02	1.85E-02	98.05836	1.551118	152.1054	25.5293	-1
4991	-2.63E-02	0.0194434	98.07713	1.547367	152.2117	25.5293	-1
4992	-0.0216217	0.0200684	98.00961	1.544243	152.2617	25.52305	-1
4993	-2.32E-02	1.93E-02	98.06212	1.537992	152.1304	25.53086	-1
4994	-1.93E-02	1.41E-02	98.08087	1.534867	152.1242	25.52461	-1
4995	-1.93E-02	1.85E-02	98.11462	1.534242	152.2554	25.52773	-1
4996	-1.22E-02	1.79E-02	98.06962	1.528305	152.0742	25.52148	-1
4997	-1.93E-02	0.0177246	98.08087	1.520805	151.8429	25.52773	-1
4998	-2.40E-02	1.65E-02	98.13713	1.516742	151.8054	25.53086	-1
4999	-1.93E-02	1.57E-02	98.12212	1.510804	151.9429	25.53555	-1
5000	-2.55E-02	1.98E-02	98.08463	1.506742	151.8304	25.53398	-1
5001	-2.63E-02	1.85E-02	98.05463	1.501742	151.6679	25.53867	-1
5002	-1.38E-02	1.69E-02	97.98712	1.494554	151.8429	25.52617	-1
5003	-1.69E-02	1.63E-02	98.09212	1.490492	151.9679	25.53867	-1
5004	-0.034132	1.48E-02	98.07713	1.484241	151.9054	25.52773	-1
5005	-1.69E-02	1.88E-02	98.06962	1.481429	151.9742	25.53242	-1
5006	-1.30E-02	0.0127245	98.04712	1.474866	152.1429	25.51992	-1
5007	-1.69E-02	1.43E-02	98.08838	1.471429	152.118	25.53086	-1
5008	-2.01E-02	1.52E-02	98.06587	1.467679	151.9805	25.53711	-1
5009	-9.91E-03	1.79E-02	98.06962	1.462991	151.9992	25.52773	-1
5010	-1.46E-02	1.43E-02	98.06962	1.456741	151.9367	25.51992	-1
5011	-1.54E-02	1.41E-02	98.07337	1.453304	151.7929	25.53867	-1
5012	-3.26E-02	1.21E-02	98.06212	1.447991	151.7929	25.53398	-1
5013	-2.01E-02	1.57E-02	98.05836	1.444553	151.9492	25.52773	-1
5014	-9.92E-03	1.65E-02	98.05463	1.441428	151.9117	25.53555	-1
5015	-3.41E-02	1.08E-02	98.07337	1.436116	151.7617	25.53086	-1
5016	-1.07E-02	1.48E-02	98.07337	1.430491	151.7679	25.52617	-1
5017	-2.01E-02	1.07E-02	98.09587	1.427678	151.6929	25.52773	-1
5018	-1.15E-02	1.54E-02	98.05463	1.423616	151.5117	25.52617	-1
5019	-1.54E-02	0.0122557	98.05836	1.417991	151.4742	25.53555	-1
5020	-0.013834	0.0125682	98.12212	1.416741	151.6117	25.53711	-1
5021	-2.09E-02	1.40E-02	98.13338	1.411428	151.4304	25.52773	-1
5022	-1.54E-02	1.76E-02	98.06212	1.40799	151.3179	25.5418	-1
5023	-1.31E-02	1.52E-02	98.08838	1.402053	151.6617	25.53711	-1
5024	-1.54E-02	1.24E-02	98.07337	1.39924	151.7867	25.52461	-1
5025	-2.40E-02	1.10E-02	98.06962	1.39549	151.7304	25.53398	-1
5026	-2.40E-02	1.12E-02	98.07337	1.39174	151.8867	25.5418	-1
5027	-1.70E-02	1.43E-02	98.03963	1.38799	151.9242	25.53086	-1
5028	-1.15E-02	1.30E-02	98.08838	1.384552	151.7867	25.53086	-1
5029	-1.46E-02	1.46E-02	98.08087	1.380177	151.8304	25.53398	-1
5030	-4.47E-03	1.05E-02	98.05836	1.375802	151.9054	25.5293	-1
5031	-2.48E-02	9.91E-03	98.05463	1.371427	151.9117	25.52773	-1
5032	-0.0185318	1.08E-02	98.08838	1.36924	151.7492	25.53242	-1
5033	-3.69E-03	1.32E-02	98.09587	1.364865	151.8304	25.53242	-1
5034	-1.54E-02	1.44E-02	98.10338	1.362677	152.0242	25.5418	-1
5035	-6.03E-03	0.0153807	98.00961	1.358615	151.8554	25.53398	-1
5036	-2.01E-02	8.82E-03	98.14838	1.354865	151.6304	25.5293	-1
5037	-2.71E-02	9.29E-03	98.08087	1.352052	151.7242	25.53711	-1
5038	-9.94E-03	0.0127244	98.06587	1.348614	151.5992	25.53555	-1
5039	-1.78E-02	1.18E-02	98.06587	1.345489	151.3992	25.53867	-1
5040	-5.26E-03	1.40E-02	98.00587	1.341739	151.5304	25.53242	-1
5041	-1.23E-02	1.51E-02	98.09587	1.339239	151.6117	25.53086	-1
5042	-0.0161953	1.21E-02	98.08463	1.335802	151.3992	25.53086	-1
5043	-0.0232296	1.08E-02	98.09212	1.331114	151.5992	25.52773	-1
5044	-7.60E-03	1.26E-02	98.06962	1.329239	151.9867	25.53398	-1
5045	-1.31E-02	1.24E-02	98.08463	1.324552	151.9429	25.53086	-1
5046	-2.14E-03	9.44E-03	98.08838	1.321114	151.8742	25.53711	-1
5047	-1.78E-02	8.19E-03	98.07337	1.319864	151.993	25.52617	-1
5048	-1.78E-02	9.91E-03	98.04712	1.314864	152.0617	25.5418	-1
5049	-1.62E-02	1.21E-02	98.07337	1.312364	151.9367	25.53867	-1
5050	-2.79E-02	1.24E-02	98.05087	1.307676	151.9367	25.52773	-1
5051	-5.80E-04	9.44E-03	98.08087	1.306114	152.0617	25.54805	-1
5052	-2.95E-02	1.33E-02	98.10338	1.302989	151.9179	25.54024	-1
5053	-1.54E-02	9.29E-03	98.06587	1.299239	151.7742	25.53242	-1
5054	-2.93E-03	1.23E-02	98.08838	1.296739	151.9117	25.53086	-1
5055	-9.96E-03	7.26E-03	97.97587	1.295176	151.9492	25.5418	-1
5056	-9.96E-03	8.35E-03	98.08463	1.292676	151.6992	25.53555	-1
5057	-1.31E-02	8.82E-03	98.10338	1.288614	151.5992	25.5418	-1
5058	-1.37E-03	6.63E-03	98.09962	1.284863	151.6242	25.53555	-1
5059	-3.34E-02	0.0102243	98.12212	1.282051	151.4929	25.53242	-1
5060	-1.31E-02	1.21E-02	98.08463	1.278926	151.3804	25.52461	-1
5061	-2.79E-02	1.26E-02	98.06962	1.275801	151.4867	25.5293	-1
5062	-1.62E-02	8.04E-03	98.08087	1.274863	151.5117	25.52617	-1
5063	-1.23E-02	8.51E-03	98.05836	1.272988	151.5304	25.53242	-1
5064	-9.19E-03	7.26E-03	98.07337	1.269863	151.7179	25.53242	-1
5065	-1.15E-02	1.01E-02	98.11087	1.271738	151.9867	25.53867	-1
5066	-8.41E-03	1.07E-02	98.02837	1.270488	151.8929	25.51992	-1
5067	-2.94E-03	7.57E-03	98.10712	1.269551	151.8492	25.52305	-1
5068	-4.51E-03	1.07E-02	98.10712	1.269238	152.043	25.52305	-1
5069	-1.38E-03	1.18E-02	98.08087	1.265488	151.993	25.53242	-1
5070	-0.0084095	9.76E-03	98.10338	1.263613	151.8304	25.52305	-1
5071	-1.08E-02	1.19E-02	98.06587	1.262363	151.9179	25.53867	-1
5072	-2.40E-02	1.23E-02	98.03963	1.257363	152.0242	25.5418	-1
5073	-6.85E-03	9.29E-03	98.09962	1.253301	151.9117	25.5293	-1
5074	-2.01E-02	6.47E-03	98.07337	1.253301	151.7929	25.52461	-1
5075	-7.63E-03	6.16E-03	98.05836	1.249238	151.9554	25.5168	-1
5076	-0.0224781	1.10E-02	98.08838	1.2483	151.8304	25.52773	-1
5077	-6.86E-03	9.91E-03	98.06587	1.245488	151.5179	25.53555	-1
5078	-2.95E-03	7.57E-03	98.09962	1.242675	151.5054	25.53867	-1
5079	-1.08E-02	7.57E-03	98.06587	1.239238	151.6054	25.53242	-1
5080	1.75E-04	7.57E-03	98.11462	1.237988	151.4492	25.53242	-1
5081	-1.39E-03	9.13E-03	98.02837	1.23455	151.3804	25.53398	-1
5082	-7.64E-03	8.51E-03	98.05463	1.231425	151.4804	25.5293	-1
5083	-1.55E-02	7.41E-03	98.09962	1.227675	151.6492	25.53711	-1
5084	-1.55E-02	1.07E-02	98.09587	1.222363	151.6554	25.53867	-1
5085	-9.98E-03	7.10E-03	97.98338	1.221425	151.7742	25.53555	-1
5086	-1.62E-02	1.04E-02	98.05836	1.217363	151.9367	25.5293	-1
5087	-0.0107708	5.85E-03	98.05087	1.216112	151.868	25.53086	-1
5088	-1.40E-03	7.88E-03	98.06962	1.212675	151.8367	25.52773	-1
5089	-1.94E-02	3.35E-03	98.07713	1.211737	151.9305	25.53555	-1
5090	-2.96E-03	9.44E-03	98.01337	1.207362	151.9805	25.52773	-1
5091	-1.16E-02	1.07E-02	98.07713	1.2058	151.8429	25.52617	-1
5092	-1.23E-02	9.13E-03	98.06962	1.201737	151.9054	25.52773	-1
5093	-3.74E-03	7.41E-03	98.05836	1.201737	152.0679	25.53711	-1
5094	-1.94E-02	6.47E-03	98.10712	1.1983	151.9554	25.52461	-1
5095	-0.0162468	0.0102242	98.09962	1.196112	151.8992	25.53242	-1
5096	-1.47E-02	9.29E-03	98.11087	1.1933	151.8992	25.53242	-1
5097	1.60E-04	7.10E-03	98.13713	1.192362	151.8179	25.53867	-1
5098	-1.47E-02	5.54E-03	98.07713	1.1883	151.5804	25.53711	-1
5099	-0.0162487	6.01E-03	98.06212	1.1883	151.6179	25.53242	-1
5100	-1.39E-02	4.76E-03	98.11837	1.186424	151.7117	25.52461	-1
5101	-6.88E-03	8.51E-03	98.03213	1.183924	151.5429	25.53086	-1
5102	-9.22E-03	7.72E-03	98.12212	1.179237	151.5242	25.52148	-1
5103	-1.31E-02	4.76E-03	98.05087	1.178924	151.7679	25.52617	-1
5104	1.54E-04	1.01E-02	98.11462	1.176112	151.9117	25.53711	-1
5105	-1.00E-02	6.94E-03	98.09212	1.175487	151.8054	25.52773	-1
5106	-1.24E-02	4.91E-03	98.04712	1.171737	151.8992	25.52461	-1
5107	-2.41E-02	4.60E-03	98.05836	1.172987	152.0679	25.52305	-1
5108	-1.39E-02	9.76E-03	98.02837	1.168612	151.9617	25.52773	-1
5109	-1.16E-02	7.41E-03	98.05087	1.168612	151.9242	25.53555	-1
5110	-1.00E-02	9.60E-03	98.05836	1.167987	152.1304	25.53086	-1
5111	-1.31E-02	5.85E-03	98.11837	1.166737	152.0367	25.52617	-1
5112	-9.23E-03	6.79E-03	98.04712	1.166112	151.9242	25.53086	-1
5113	-7.67E-03	7.10E-03	98.09962	1.167674	152.0742	25.53242	-1
5114	-1.55E-02	6.63E-03	98.05087	1.165799	152.0742	25.53867	-1
5115	-8.45E-03	8.66E-03	98.11087	1.163924	151.9492	25.52617	-1
5116	-1.00E-02	7.88E-03	98.12588	1.162362	151.8367	25.5293	-1
5117	-1.78E-02	8.97E-03	98.08838	1.162362	151.8867	25.53242	-1
5118	-1.24E-02	9.29E-03	98.11462	1.160174	151.743	25.53398	-1
5119	-1.63E-02	1.01E-02	98.03213	1.155174	151.6117	25.5293	-1
5120	-2.72E-02	8.51E-03	98.07713	1.153299	151.6992	25.53086	-1
5121	1.37E-04	0.0086616	98.05463	1.150486	151.743	25.53086	-1
5122	-6.12E-03	9.29E-03	98.09212	1.149861	151.5929	25.52617	-1
5123	-2.99E-03	7.88E-03	98.05087	1.147674	151.7742	25.53242	-1
5124	-6.12E-03	8.04E-03	98.11462	1.146424	151.993	25.52773	-1
5125	1.34E-04	8.82E-03	98.06962	1.144549	152.0242	25.53555	-1
5126	1.34E-04	6.01E-03	98.10338	1.144236	151.9054	25.53398	-1
5127	-1.63E-02	8.82E-03	98.05463	1.142674	152.0305	25.51211	-1
5128	-1.39E-02	6.16E-03	98.09962	1.142986	152.1242	25.53242	-1
5129	-1.08E-02	7.57E-03	98.04338	1.141424	151.9617	25.5293	-1
5130	-5.34E-03	4.29E-03	98.04712	1.139236	151.8617	25.53398	-1
5131	-1.16E-02	7.26E-03	98.09212	1.138611	151.9617	25.53086	-1
5132	-2.41E-02	8.82E-03	98.05087	1.133924	151.9679	25.52773	-1
5133	-1.94E-02	6.63E-03	97.99463	1.132986	151.8304	25.51836	-1
5134	-8.47E-03	4.91E-03	98.04338	1.130799	151.9617	25.5168	-1
5135	-0.0209713	6.94E-03	98.08838	1.129236	152.0555	25.51992	-1
5136	-7.69E-03	8.97E-03	98.03963	1.127674	151.7492	25.52461	-1
5137	-6.91E-03	6.01E-03	98.09587	1.125174	151.5742	25.52305	-1
5138	9.02E-04	7.41E-03	98.08087	1.122986	151.7554	25.53086	-1
5139	-6.13E-03	2.41E-03	98.12962	1.120486	151.6617	25.5293	-1
5140	1.20E-04	6.79E-03	98.09212	1.119861	151.4929	25.5293	-1
5141	-2.23E-03	8.04E-03	98.09587	1.117673	151.5429	25.53398	-1
5142	3.24E-03	7.57E-03	98.11462	1.115798	151.5929	25.53398	-1
5143	-6.14E-03	8.35E-03	98.01712	1.113923	151.5492	25.52617	-1
5144	-1.63E-02	8.51E-03	98.06587	1.112986	151.6742	25.5418	-1
5145	-1.47E-02	7.72E-03	98.03213	1.111111	151.8554	25.53398	-1
5146	-7.70E-03	4.44E-03	98.05836	1.107361	151.868	25.53242	-1
5147	-1.32E-02	8.19E-03	98.10712	1.108298	151.7242	25.53398	-1
5148	-1.55E-02	6.94E-03	98.09212	1.106423	151.7554	25.52617	-1
5149	-1.55E-02	5.85E-03	98.04712	1.105173	151.9054	25.53242	-1
5150	-1.86E-02	6.94E-03	98.09587	1.103923	151.7929	25.54336	-1
5151	-6.92E-03	4.76E-03	98.05836	1.102673	151.7929	25.53086	-1
5152	-3.02E-03	7.88E-03	98.09212	1.100173	151.9242	25.52773	-1
5153	-7.70E-03	3.04E-03	98.11462	1.098298	152.043	25.53242	-1
5154	-4.58E-03	6.63E-03	98.10338	1.097673	151.8179	25.53242	-1
5155	-5.36E-03	2.88E-03	98.10338	1.095486	151.8867	25.54805	-1
5156	8.85E-04	8.51E-03	98.08463	1.097048	151.9242	25.53555	-1
5157	-0.015522	4.60E-03	98.05463	1.093611	151.7492	25.52773	-1
5158	6.35E-03	6.32E-03	98.07713	1.091736	151.5679	25.52617	-1
5159	-1.16E-02	1.94E-03	98.06962	1.091736	151.6242	25.52305	-1
5160	-1.16E-02	8.66E-03	98.05463	1.091736	151.5992	25.52773	-1
5161	-4.59E-03	6.79E-03	98.10338	1.089548	151.4554	25.53242	-1
5162	-1.46E-03	7.57E-03	98.06212	1.088923	151.4679	25.5293	-1
5163	-1.71E-02	6.32E-03	98.06962	1.087673	151.743	25.53711	-1
5164	1.66E-03	7.10E-03	98.00587	1.087986	151.743	25.52461	-1
5165	-3.81E-03	6.47E-03	98.04338	1.084548	151.7492	25.53398	-1
5166	-1.79E-02	3.66E-03	98.08087	1.083298	151.8429	25.52461	-1
5167	-1.48E-02	8.66E-03	98.04338	1.080798	151.9742	25.52617	-1
5168	-2.26E-02	4.44E-03	98.00587	1.080485	151.8492	25.52617	-1
5169	-5.38E-03	6.63E-03	98.05087	1.078923	151.8242	25.51836	-1
5170	-1.40E-02	6.47E-03	98.09212	1.07736	151.9117	25.52773	-1
5171	2.44E-03	8.49E-04	98.01712	1.077048	151.8929	25.52617	-1
5172	-6.94E-03	6.94E-03	98.07713	1.077985	151.7742	25.52305	-1
5173	8.96E-05	5.22E-03	98.05087	1.077048	151.8242	25.5293	-1
5174	-6.94E-03	4.76E-03	98.08463	1.07486	151.9992	25.52773	-1
5175	-1.16E-02	3.82E-03	98.11837	1.074548	151.868	25.51992	-1
5176	3.21E-03	5.69E-03	98.09587	1.072048	151.5179	25.53711	-1
5177	-0.0171032	1.01E-03	98.10338	1.071735	151.5179	25.53086	-1
5178	-1.87E-02	6.16E-03	98.04338	1.071423	151.5492	25.53398	-1
5179	-2.18E-02	7.26E-03	98.11087	1.071735	151.3242	25.53086	-1
5180	-1.01E-02	6.79E-03	98.08087	1.07111	151.3054	25.52773	-1
5181	-4.61E-03	6.94E-03	98.08838	1.070798	151.4929	25.53242	-1
5182	-7.00E-04	4.29E-03	98.05463	1.069548	151.4054	25.52461	-1
5183	-1.01E-02	7.10E-03	98.14087	1.068923	151.3179	25.52461	-1
5184	-2.27E-03	4.91E-03	98.03213	1.06986	151.5492	25.53242	-1
5185	-1.48E-03	5.85E-03	98.14462	1.067985	151.7554	25.53867	-1
5186	-0.0155468	7.10E-03	98.09587	1.067673	151.6492	25.53711	-1
5187	-8.52E-03	5.69E-03	98.02837	1.067048	151.6242	25.52617	-1
5188	8.56E-04	3.66E-03	98.04338	1.062673	151.7742	25.52617	-1
5189	-1.09E-02	3.51E-03	98.09212	1.062985	151.8054	25.53711	-1
5190	-1.71E-02	6.16E-03	98.09212	1.06111	151.6679	25.53555	-1
5191	-1.71E-02	6.63E-03	98.08463	1.058923	151.5929	25.53242	-1
5192	-5.40E-03	5.07E-03	98.01712	1.057673	151.7804	25.53867	-1
5193	-2.27E-03	6.79E-03	98.03213	1.057673	151.8492	25.54336	-1
5194	-1.40E-02	6.63E-03	98.05836	1.05611	151.6242	25.53242	-1
5195	2.41E-03	5.85E-03	98.00961	1.056422	151.6179	25.53867	-1
5196	8.49E-04	6.16E-03	98.11087	1.052985	151.6492	25.5293	-1
5197	-5.40E-03	5.07E-03	98.02462	1.053298	151.5617	25.53867	-1
5198	8.47E-04	2.26E-03	98.06962	1.052985	151.2742	25.54024	-1
5199	3.97E-03	2.88E-03	98.04712	1.054235	151.3117	25.53711	-1
5200	4.76E-03	6.16E-03	98.04338	1.05236	151.4304	25.53867	-1
5201	0.0039711	2.88E-03	98.09212	1.050485	151.2867	25.53555	-1
5202	-8.53E-03	6.94E-03	98.03963	1.048297	151.1867	25.53555	-1
5203	-1.24E-02	5.36E-04	98.08463	1.04861	151.3742	25.54024	-1
5204	-2.29E-03	4.60E-03	98.08838	1.04861	151.6242	25.54024	-1
5205	-1.17E-02	1.94E-03	98.07337	1.04736	151.6054	25.54805	-1
5206	1.62E-03	4.76E-03	98.09962	1.04611	151.5804	25.53711	-1
5207	-5.41E-03	5.07E-03	98.01337	1.047047	151.7804	25.53398	-1
5208	-4.63E-03	4.13E-03	98.03963	1.046735	151.8617	25.53398	-1
5209	-1.87E-02	5.85E-03	98.06212	1.04486	151.7242	25.53242	-1
5210	-1.32E-02	5.85E-03	98.03963	1.043297	151.7367	25.5418	-1
5211	2.40E-03	3.51E-03	98.05836	1.04361	151.9554	25.54336	-1
5212	-6.20E-03	2.41E-03	98.08087	1.042047	152.0305	25.53398	-1
5213	-1.48E-02	7.41E-03	98.06587	1.04111	151.9179	25.53086	-1
5214	-2.18E-02	6.16E-03	98.05836	1.043297	151.8929	25.53242	-1
5215	-6.98E-03	2.88E-03	98.10338	1.040485	152.0555	25.53398	-1
5216	-6.20E-03	4.76E-03	98.06962	1.039235	151.8492	25.5418	-1
5217	4.96E-05	3.66E-03	98.09212	1.038297	151.5742	25.53086	-1
5218	-6.20E-03	6.94E-03	98.11837	1.037985	151.5054	25.5418	-1
5219	4.77E-05	7.26E-03	98.06212	1.039235	151.5429	25.53086	-1
5220	-8.55E-03	7.26E-03	98.11837	1.03611	151.3742	25.53242	-1
5221	-3.86E-03	4.44E-03	98.02837	1.03611	151.2742	25.53398	-1
5222	-7.77E-03	4.29E-03	98.00212	1.03611	151.3242	25.53242	-1
5223	-2.30E-03	6.32E-03	98.08463	1.035797	151.5992	25.54024	-1
5224	1.61E-03	4.44E-03	98.03587	1.032985	151.6742	25.53711	-1
5225	-1.56E-02	6.01E-03	98.02837	1.035172	151.6367	25.53242	-1
5226	-2.11E-02	7.10E-03	98.06212	1.032047	151.7054	25.53086	-1
5227	-3.08E-03	1.63E-03	98.02462	1.030485	151.8304	25.52773	-1
5228	-1.32E-02	4.60E-03	98.00587	1.029235	151.8117	25.53867	-1
5229	-1.01E-02	5.85E-03	98.07713	1.03111	151.6679	25.52617	-1
5230	-4.65E-03	3.66E-03	98.07337	1.027672	151.6929	25.52617	-1
5231	-0.0109024	1.63E-03	98.10712	1.02861	151.7617	25.53086	-1
5232	-4.65E-03	4.44E-03	98.08087	1.028297	151.7179	25.5418	-1
5233	-6.22E-03	2.72E-03	98.06212	1.026735	151.5679	25.53711	-1
5234	-3.87E-03	5.07E-03	98.09962	1.025797	151.6117	25.53242	-1
5235	7.06E-03	1.79E-03	98.08838	1.026735	151.7617	25.53086	-1
5236	-1.01E-02	3.97E-03	98.11462	1.02736	151.5555	25.53398	-1
5237	-1.25E-02	5.85E-03	98.08087	1.027985	151.3679	25.53086	-1
5238	-1.01E-02	5.07E-03	98.11462	1.02861	151.4242	25.53086	-1
5239	6.28E-03	1.79E-03	98.06212	1.031422	151.3992	25.53867	-1
5240	-2.50E-02	2.25E-03	98.00212	1.033922	151.3117	25.5418	-1
5241	7.06E-03	1.94E-03	98.05087	1.037985	151.1617	25.51992	-1
5242	-1.56E-02	4.13E-03	98.11462	1.039547	151.3992	25.5293	-1
5243	-1.33E-02	5.69E-03	98.04338	1.045485	151.5179	25.52461	-1
5244	-1.54E-03	5.69E-03	98.12962	1.045172	151.4929	25.51836	-1
5245	-8.57E-03	6.79E-03	98.11462	1.045172	151.5929	25.52773	-1
5246	2.37E-03	6.16E-03	98.07337	1.043922	151.8617	25.52773	-1
5247	-7.79E-03	1.94E-03	98.06587	1.04486	151.8992	25.53242	-1
5248	-1.79E-02	4.13E-03	98.12588	1.04361	151.8554	25.53555	-1
5249	-0.0132618	6.79E-03	98.08087	1.042985	151.8742	25.5293	-1
5250	-5.45E-03	4.75E-03	98.13338	1.044235	151.993	25.52461	-1
5251	-8.58E-03	8.49E-04	98.03963	1.041735	151.9679	25.53867	-1
5252	-1.40E-02	0.007255	98.06962	1.044235	151.8304	25.52773	-1
5253	-0.0124836	5.69E-03	98.06962	1.042985	151.8804	25.53555	-1
5254	3.14E-03	2.41E-03	98.02837	1.041735	152.0242	25.53398	-1
5255	-8.58E-03	6.63E-03	98.09212	1.04361	151.9179	25.52461	-1
5256	7.95E-04	3.50E-03	98.05087	1.040797	151.6554	25.5293	-1
5257	-5.46E-03	4.91E-03	98.11087	1.03986	151.6117	25.53242	-1
5258	-7.69E-04	6.79E-03	98.09587	1.03736	151.6742	25.5293	-1
5259	-3.90E-03	5.69E-03	98.04712	1.034235	151.5179	25.53555	-1
5260	-9.37E-03	5.69E-03	98.12588	1.033922	151.3992	25.53867	-1
5261	-1.64E-02	5.85E-03	98.04712	1.032047	151.4554	25.54024	-1
5262	-1.17E-02	6.32E-03	98.07337	1.02736	151.5242	25.53711	-1
5263	-6.24E-03	5.85E-03	98.02837	1.024235	151.4679	25.53242	-1
5264	-1.09E-02	6.32E-03	98.06212	1.022985	151.4867	25.54336	-1
5265	-2.34E-03	4.13E-03	98.08087	1.022047	151.5992	25.53086	-1
5266	-8.59E-03	1.79E-03	98.09212	1.022672	151.7929	25.53086	-1
5267	-9.37E-03	1.00E-03	98.02462	1.020172	151.6304	25.53711	-1
