Seconds	O2	CO2	BP	WVP	FlowRate	Temp	Marker
0	-1.18E-03	2.57E-03	98.18588	0.1207832	146.2116	25.36211	-1
1	9.76E-03	2.72E-03	98.19713	0.1204707	146.1804	25.36211	-1
2	6.63E-03	-2.12E-03	98.21963	0.1185957	146.2179	25.35586	-1
3	3.51E-03	-2.43E-03	98.21963	0.1182832	145.9116	25.35742	-1
4	8.20E-03	-1.81E-03	98.21212	0.1198457	145.7679	25.36679	-1
5	3.80E-04	1.47E-03	98.18962	0.1182832	145.8428	25.36523	-1
6	-8.21E-03	-5.58E-04	98.21212	0.1198457	145.8304	25.37148	-1
7	-4.02E-04	-2.90E-03	98.18588	0.1167207	145.6241	25.36679	-1
8	3.51E-03	-2.43E-03	98.18588	0.1176582	145.6304	25.35898	-1
9	-1.37E-02	2.25E-03	98.16337	0.1182832	145.7741	25.36054	-1
10	2.72E-03	3.79E-04	98.19713	0.1182832	145.9366	25.36367	-1
11	5.85E-03	-2.90E-03	98.24588	0.1210957	145.7929	25.36679	-1
12	3.51E-03	-1.65E-03	98.18213	0.1182832	145.9304	25.35898	-1
13	8.97E-03	1.78E-03	98.23463	0.1182832	146.0179	25.36836	-1
14	6.63E-03	-9.08E-05	98.17463	0.1167207	146.0116	25.37148	-1
15	7.41E-03	-4.03E-04	98.17838	0.1182832	145.9178	25.37929	-1
16	-5.87E-03	-1.18E-03	98.21587	0.1182832	146.0491	25.37773	-1
17	-4.31E-03	8.46E-04	98.15962	0.1189082	146.0428	25.37773	-1
18	-1.52E-02	2.10E-03	98.11837	0.1182832	145.8991	25.37148	-1
19	8.97E-03	2.21E-04	98.12962	0.1176582	145.9178	25.36836	-1
20	-1.18E-03	-3.37E-03	98.18213	0.1167207	146.1991	25.36679	-1
21	3.78E-04	-2.59E-03	98.17088	0.1176582	146.1554	25.37304	-1
22	-0.0121212	6.45E-05	98.22337	0.1176582	145.9053	25.38242	-1
23	-3.53E-03	5.33E-04	98.13338	0.1170332	145.8179	25.37773	-1
24	-1.19E-03	-2.28E-03	98.20837	0.1173457	145.9178	25.37461	-1
25	1.05E-02	6.41E-05	98.17838	0.1173457	145.7366	25.37773	-1
26	7.41E-03	-2.59E-03	98.20087	0.1173457	145.5616	25.37617	-1
27	-4.06E-04	-2.44E-03	98.19337	0.1173457	145.6491	25.37929	-1
28	1.94E-03	1.94E-03	98.16712	0.1157832	145.7303	25.38867	-1
29	-9.00E-03	2.09E-03	98.13713	0.1145331	145.6366	25.38086	-1
30	-0.0105629	-2.91E-03	98.22337	0.1154707	145.6866	25.37617	-1
31	-1.97E-03	-8.74E-04	98.10338	0.1154707	145.9491	25.38867	-1
32	1.94E-03	-9.31E-05	98.15962	0.1157832	145.9991	25.37617	-1
33	-1.99E-02	1.16E-03	98.19713	0.1154707	145.8991	25.37617	-1
34	5.84E-03	-2.28E-03	98.18213	0.1167207	145.8679	25.37929	-1
35	1.05E-02	-1.50E-03	98.20462	0.1164082	146.0491	25.36523	-1
36	1.16E-03	-1.81E-03	98.17838	0.1151582	145.9991	25.37304	-1
37	-7.44E-03	-3.06E-03	98.17838	0.1160957	145.8616	25.38867	-1
38	2.72E-03	-8.75E-04	98.16712	0.1167207	145.9053	25.37617	-1
39	1.05E-02	-2.13E-03	98.18962	0.1145331	146.0741	25.38086	-1
40	4.28E-03	3.75E-04	98.20087	0.1151582	146.0491	25.39648	-1
41	-2.75E-03	6.20E-05	98.14462	0.1145331	145.8866	25.38554	-1
42	2.72E-03	3.03E-03	98.14838	0.1123456	145.9304	25.39336	-1
43	1.05E-02	1.16E-03	98.14838	0.1139081	145.9053	25.39023	-1
44	4.28E-03	-1.50E-03	98.18213	0.1132831	145.7866	25.38867	-1
45	8.19E-03	-2.91E-03	98.17088	0.1117206	145.5678	25.38242	-1
46	6.62E-03	1.62E-03	98.17838	0.1154707	145.6304	25.37461	-1
47	5.84E-03	1.78E-03	98.13338	0.1139081	145.6866	25.38086	-1
48	3.72E-04	2.09E-03	98.24213	0.1126581	145.5491	25.39023	-1
49	5.84E-03	-3.53E-03	98.19713	0.1139081	145.5804	25.38711	-1
50	6.62E-03	2.40E-03	98.17463	0.1139081	145.8241	25.39336	-1
51	1.15E-03	-1.97E-03	98.20462	0.1145331	145.9178	25.38711	-1
52	1.93E-03	-2.13E-03	98.21963	0.1132831	145.7491	25.39023	-1
53	-2.76E-03	-1.97E-03	98.20837	0.1129706	145.8741	25.38554	-1
54	6.62E-03	-2.44E-03	98.20837	0.1123456	146.0428	25.39804	-1
55	-9.00E-03	-1.03E-03	98.16337	0.1120331	145.9804	25.39492	-1
56	5.06E-03	2.56E-03	98.15211	0.1132831	145.8866	25.38711	-1
57	1.15E-03	-1.03E-03	98.17838	0.1129706	145.9741	25.37461	-1
58	2.71E-03	1.15E-03	98.20462	0.1123456	146.1054	25.37773	-1
59	-1.19E-03	1.15E-03	98.11087	0.1129706	145.9616	25.38867	-1
60	8.18E-03	2.25E-03	98.16337	0.1107831	145.9678	25.39804	-1
61	7.40E-03	-4.09E-04	98.11837	0.1120331	146.0928	25.40117	-1
62	-6.66E-03	2.40E-03	98.19713	0.1132831	146.0741	25.39492	-1
63	2.71E-03	-7.22E-04	98.21587	0.1114081	145.7679	25.40586	-1
64	-6.66E-03	1.93E-03	98.17463	0.1110956	145.6866	25.40898	-1
65	1.15E-03	3.34E-03	98.19713	0.1126581	145.8304	25.39336	-1
66	-4.14E-04	9.96E-04	98.17463	0.1132831	145.7679	25.38711	-1
67	9.74E-03	2.09E-03	98.20087	0.1114081	145.5678	25.39961	-1
68	-0.001194	8.40E-04	98.18962	0.1114081	145.6553	25.39648	-1
69	-2.76E-03	9.96E-04	98.13338	0.1123456	145.8553	25.40273	-1
70	-7.45E-03	2.40E-03	98.20837	0.1110956	145.8929	25.40117	-1
71	1.93E-03	-9.81E-05	98.17838	0.1123456	145.8866	25.39179	-1
72	-3.54E-03	2.25E-03	98.20837	0.1132831	146.0741	25.39648	-1
73	2.71E-03	-3.38E-03	98.19713	0.1123456	146.1179	25.40117	-1
74	1.15E-03	2.09E-03	98.17838	0.1123456	145.9678	25.40586	-1
75	6.62E-03	-1.50E-03	98.22713	0.1092206	145.9678	25.40429	-1
76	-8.23E-03	-1.51E-03	98.21963	0.1110956	146.0679	25.40273	-1
77	-1.98E-03	-4.01E-03	98.19713	0.1107831	145.9804	25.41055	-1
78	5.05E-03	1.62E-03	98.15962	0.1085956	145.7491	25.39023	-1
79	-5.10E-03	3.70E-04	98.19337	0.1114081	145.8491	25.41367	-1
80	-2.76E-03	2.09E-03	98.13338	0.1107831	145.9429	25.40742	-1
81	4.27E-03	6.82E-04	98.19713	0.1098456	145.8179	25.41367	-1
82	1.15E-03	3.18E-03	98.16712	0.1117206	145.7679	25.41211	-1
83	-1.06E-02	-9.96E-05	98.20837	0.1101581	145.7054	25.40273	-1
84	-8.23E-03	-9.98E-05	98.19337	0.1104706	145.5616	25.42148	-1
85	-1.06E-02	1.93E-03	98.14087	0.1098456	145.3553	25.41211	-1
86	-1.98E-03	-2.44E-03	98.20462	0.1092206	145.3491	25.41211	-1
87	-4.18E-04	8.37E-04	98.14462	0.1082831	145.5741	25.42148	-1
88	-1.06E-02	-3.54E-03	98.21963	0.1089081	145.4991	25.42148	-1
89	-1.06E-02	2.24E-03	98.20837	0.1104706	145.5303	25.41367	-1
90	-0.022295	-3.23E-03	98.20462	0.1089081	145.7616	25.41367	-1
91	-5.11E-03	2.24E-03	98.16712	0.1089081	145.9241	25.41523	-1
92	-1.37E-02	-1.82E-03	98.18962	0.1089081	145.8241	25.41055	-1
93	-9.01E-03	3.68E-04	98.12962	0.1089081	145.8616	25.41367	-1
94	-7.45E-03	-2.91E-03	98.20462	0.1089081	146.0054	25.40742	-1
95	-1.20E-03	-1.35E-03	98.11462	0.1082831	145.9616	25.41055	-1
96	-1.29E-02	1.15E-03	98.21212	0.1082831	145.8116	25.41211	-1
97	1.92E-03	3.67E-04	98.17838	0.1098456	145.8866	25.41367	-1
98	-5.89E-03	2.24E-03	98.12212	0.1085956	146.0491	25.41523	-1
99	-3.54E-03	-1.20E-03	98.22337	0.107033	145.8366	25.41679	-1
100	-1.84E-02	-2.45E-03	98.20462	0.1082831	145.7991	25.41992	-1
101	-4.22E-04	-1.20E-03	98.22337	0.1101581	146.0054	25.41679	-1
102	1.14E-03	-1.98E-03	98.12962	0.107658	145.8304	25.41679	-1
103	-1.92E-02	5.23E-04	98.13713	0.1092206	145.5553	25.41367	-1
104	5.05E-03	-2.91E-03	98.17838	0.1079705	145.5991	25.41523	-1
105	-9.80E-03	1.46E-03	98.17838	0.1085956	145.5553	25.42617	-1
106	-9.02E-03	-3.23E-03	98.18962	0.1085956	145.3241	25.41836	-1
107	-4.23E-04	5.35E-05	98.11837	0.1082831	145.3366	25.41679	-1
108	-5.11E-03	1.46E-03	98.17088	0.107033	145.4428	25.41836	-1
109	-9.80E-03	2.40E-03	98.14838	0.1089081	145.4491	25.41836	-1
110	-1.29E-02	5.22E-04	98.20087	0.107658	145.5116	25.42461	-1
111	-1.29E-02	-3.23E-03	98.19713	0.1079705	145.7491	25.42148	-1
112	-7.45E-03	1.62E-03	98.18213	0.1067205	145.7929	25.41992	-1
113	-1.21E-02	9.90E-04	98.15587	0.105783	145.6304	25.43086	-1
114	-1.21E-02	2.24E-03	98.18962	0.106408	145.7366	25.42929	-1
115	-3.55E-03	5.21E-04	98.17088	0.106408	145.8366	25.42617	-1
116	-9.02E-03	3.02E-03	98.16337	0.105783	145.7679	25.42929	-1
117	1.92E-03	1.77E-03	98.09962	0.106408	145.6991	25.42617	-1
118	-1.99E-03	2.40E-03	98.17463	0.107658	145.8866	25.42305	-1
119	-4.25E-04	3.18E-03	98.15587	0.106408	145.8991	25.42773	50
120	-1.21E-03	9.89E-04	98.15962	0.1092206	145.7553	25.37929	-1
121	-5.89E-03	2.24E-03	98.18213	0.105158	185.7372	25.38398	-1
122	-7.46E-03	-7.30E-04	98.15211	0.1079705	199.6437	25.37617	-1
123	-3.55E-03	-7.30E-04	98.20462	0.1079705	199.6312	25.38711	-1
124	-9.80E-03	1.77E-03	98.17838	0.106408	199.6312	25.39492	-1
125	-1.61E-02	1.46E-03	98.15962	0.107033	199.6687	25.38867	-1
126	-3.55E-03	5.11E-05	98.17463	0.105783	199.6499	25.40117	-1
127	-1.53E-02	-2.92E-03	98.18588	0.1085956	199.6124	25.39804	-1
128	-1.21E-02	4.11E-03	98.19337	0.1073455	199.6437	25.40898	-1
129	-1.61E-02	1.46E-03	98.20837	0.1157832	199.6687	25.40898	-1
130	-1.45E-02	-2.76E-03	98.15962	0.1782841	199.6499	25.41367	-1
131	-5.11E-03	-1.04E-03	98.19713	0.3167237	199.6687	25.41055	-1
132	5.04E-03	-2.76E-03	98.19337	0.4876638	199.6312	25.41055	-1
133	4.26E-03	1.93E-03	98.18962	0.6557914	199.6249	25.41055	-1
134	-2.77E-03	2.55E-03	98.15587	0.8076687	199.6249	25.41836	-1
135	-5.90E-03	-1.36E-03	98.19713	0.9386082	199.6312	25.41836	-1
136	-5.12E-03	2.06E-04	98.21963	1.05236	199.6624	25.42148	-1
137	-1.14E-02	3.33E-03	98.20087	1.150174	199.6374	25.40898	-1
138	-1.53E-02	-1.67E-03	98.13713	1.231113	199.6687	25.41679	-1
139	-1.06E-02	-2.14E-03	98.16337	1.301114	199.6062	25.40742	-1
140	-2.23E-02	2.08E-03	98.21587	1.359552	199.6187	25.42461	-1
141	-9.80E-03	-1.67E-03	98.18962	1.409553	199.6062	25.41367	-1
142	-1.61E-02	-3.08E-03	98.20837	1.448928	199.6312	25.41367	-1
143	-1.99E-03	3.17E-03	98.12588	1.484554	199.6374	25.41992	-1
144	1.13E-03	4.88E-05	98.20087	1.514555	199.6437	25.41679	-1
145	-5.90E-03	1.61E-03	98.17088	1.54018	199.6687	25.41679	-1
146	3.51E-04	5.17E-04	98.16712	1.562993	199.6874	25.41679	-1
147	-7.46E-03	-7.33E-04	98.21587	1.586743	199.6562	25.40429	-1
148	-6.68E-03	9.86E-04	98.15211	1.609868	199.6749	25.39961	-1
149	-1.37E-02	2.08E-03	98.15587	1.637056	199.6562	25.39648	-1
150	-2.78E-03	-1.36E-03	98.10338	1.665494	199.6562	25.38867	-1
151	-7.46E-03	-1.08E-04	98.17088	1.694557	199.6562	25.38711	-1
152	1.91E-03	1.30E-03	98.12588	1.728933	199.5999	25.38554	-1
153	-1.68E-02	0.0016102	98.18962	1.757996	199.6124	25.38086	-1
154	-4.33E-04	1.30E-03	98.10338	1.789559	199.6187	25.38398	-1
155	-1.45E-02	-2.77E-03	98.20837	1.821434	199.6562	25.39336	-1
156	-9.81E-03	-2.61E-03	98.14462	1.852685	199.6437	25.37929	-1
157	-9.81E-03	-3.55E-03	98.21212	1.88331	199.6624	25.39023	-1
158	-8.25E-03	-3.39E-03	98.19337	1.910498	199.6687	25.39804	-1
159	-1.53E-02	6.72E-04	98.13713	1.937686	199.6312	25.39492	-1
160	-6.68E-03	-3.23E-03	98.19713	1.964874	199.6312	25.39961	-1
161	3.49E-04	1.61E-03	98.16337	1.988624	199.6562	25.39179	-1
162	-1.68E-02	2.23E-03	98.17088	2.012375	199.6437	25.39804	-1
163	-3.56E-03	2.39E-03	98.17088	2.037688	199.6374	25.39648	-1
164	-1.37E-02	2.39E-03	98.15211	2.059875	199.6687	25.38398	-1
165	-1.21E-03	-4.02E-03	98.17838	2.081126	199.6499	25.38711	-1
166	-5.12E-03	-1.99E-03	98.19337	2.099563	199.6249	25.38086	-1
167	-2.39E-02	6.71E-04	98.19337	2.118626	199.6374	25.39804	-1
168	-5.12E-03	4.26E-03	98.19337	2.136751	199.6562	25.38867	-1
169	-2.39E-02	-2.67E-04	98.18962	2.154877	199.6749	25.39961	-1
170	-7.47E-03	3.01E-03	98.18962	2.168627	199.6437	25.40429	-1
171	-5.12E-03	-1.52E-03	98.20837	2.184565	199.6437	25.39336	-1
172	-4.34E-03	3.01E-03	98.16712	2.199878	199.5999	25.39336	-1
173	-9.03E-03	-1.67E-03	98.15211	2.210815	199.6437	25.40273	-1
174	-1.22E-02	3.17E-03	98.15587	2.227065	199.6437	25.39961	-1
175	-1.84E-02	5.20E-03	98.20462	2.240191	199.6249	25.39648	-1
176	-1.06E-02	-1.21E-03	98.19337	2.253941	199.6312	25.39648	-1
177	-1.37E-02	4.89E-03	98.19337	2.266129	199.6499	25.39961	-1
178	-9.03E-03	7.70E-03	98.18962	2.276129	199.6312	25.38086	-1
179	-4.34E-03	9.58E-03	98.22713	2.286441	199.6187	25.39648	-1
180	-4.39E-04	8.33E-03	98.17088	2.299567	199.6249	25.39336	-1
181	-5.91E-03	1.13E-02	98.16337	2.309254	199.6374	25.40273	-1
182	-2.08E-02	1.27E-02	98.19713	2.317379	199.6249	25.38398	-1
183	-1.29E-02	8.79E-03	98.20462	2.327379	199.5999	25.39804	-1
184	-1.06E-02	1.43E-02	98.20462	2.335817	199.6499	25.39023	-1
185	-3.56E-03	1.83E-02	98.17463	2.346442	199.6562	25.39179	-1
186	-1.37E-02	2.00E-02	98.14087	2.353005	199.6312	25.39179	-1
187	-1.29E-02	2.24E-02	98.18213	2.36363	199.6312	25.38867	-1
188	-1.14E-02	0.0237936	98.16712	2.369255	199.6187	25.38086	-1
189	-1.61E-02	3.04E-02	98.18213	2.378005	199.6187	25.38554	-1
190	-1.22E-03	3.18E-02	98.21963	2.385505	199.6312	25.38554	-1
191	-5.91E-03	3.36E-02	98.20462	2.393631	199.6562	25.38554	-1
192	-2.00E-03	4.54E-02	98.12588	2.399568	199.6124	25.38711	-1
193	-8.25E-03	5.07E-02	98.18588	2.405193	199.6499	25.39023	-1
194	-1.45E-02	5.97E-02	98.21212	2.410818	199.6687	25.39023	-1
195	-1.61E-02	7.14E-02	98.14087	2.417068	199.6374	25.37929	-1
196	-7.47E-03	8.50E-02	98.20087	2.423318	199.6312	25.38554	-1
197	-1.29E-02	0.0955123	98.13338	2.429881	199.6437	25.39492	-1
198	-5.91E-03	0.1058248	98.18588	2.434569	199.6562	25.38398	-1
199	-1.37E-02	0.1205124	98.20462	2.440819	199.6437	25.37929	-1
200	-5.13E-03	0.1330125	98.20087	2.447381	199.6249	25.38867	-1
201	-5.13E-03	0.1508251	98.16712	2.451444	199.6437	25.39648	-1
202	-7.47E-03	0.163794	98.12212	2.456131	199.6312	25.39023	-1
203	-2.62E-02	0.1773878	98.20837	2.459256	199.6562	25.39179	-1
204	-0.0230999	0.1878566	98.20087	2.466444	199.6187	25.39804	-1
205	-2.86E-02	0.2019192	98.17088	2.469257	199.6249	25.39023	-1
206	-3.87E-02	0.2058254	98.16712	2.470507	199.6062	25.39023	-1
207	-5.90E-02	0.2200442	98.17838	2.476757	199.6249	25.39336	-1
208	-6.69E-02	0.2272317	98.20462	2.480819	199.6249	25.39492	-1
209	-6.84E-02	0.2348879	98.06962	2.485194	199.6499	25.38711	-1
210	-8.40E-02	0.2406691	98.20087	2.488632	199.6624	25.38086	-1
211	-9.50E-02	0.2464503	98.13338	2.490819	199.6499	25.38242	-1
212	-9.81E-02	0.2528566	98.22337	2.495194	199.6249	25.38242	-1
213	-0.1004448	0.2577003	98.15962	2.499257	199.6062	25.39023	-1
214	-0.1231003	0.2595752	98.22337	2.504257	199.6562	25.39023	-1
215	-0.1340389	0.2581688	98.23088	2.50582	199.6124	25.38867	-1
216	-0.1301308	0.2569186	98.20087	2.50832	199.6499	25.39648	-1
217	-0.1418552	0.2625436	98.20462	2.511132	199.6499	25.39179	-1
218	-0.15201	0.2581684	98.19713	2.512382	199.6374	25.38867	-1
219	-0.1426334	0.2616058	98.21212	2.51582	199.6374	25.40117	-1
220	-0.1379471	0.2583244	98.11462	2.51957	199.6687	25.39336	-1
221	-0.1402912	0.2559805	98.16712	2.52332	199.6499	25.40586	-1
222	-0.1449776	0.2553554	98.11462	2.524257	199.5874	25.38711	-1
223	-0.1574783	0.2548864	98.17088	2.52707	199.6749	25.39179	-1
224	-0.1379471	0.2512925	98.18213	2.531445	199.6749	25.39179	-1
225	-0.136385	0.2475424	98.21963	2.532695	199.5999	25.39492	-1
226	-0.137949	0.2428546	98.16337	2.535508	199.6499	25.39023	-1
227	-0.1270123	0.2339481	98.20087	2.537695	199.6374	25.38711	-1
228	-0.1356049	0.2309792	98.17838	2.539883	199.6124	25.39492	-1
229	-0.1129475	0.2303541	98.17088	2.541133	199.6374	25.39492	-1
230	-0.1137295	0.2264476	98.22337	2.54457	199.6437	25.38867	-1
231	-0.107481	0.2200412	98.13713	2.54582	199.6624	25.38086	-1
232	-0.1137295	0.2145722	98.14087	2.547383	199.6124	25.39492	-1
233	-9.26E-02	0.2119158	98.18962	2.548008	199.6124	25.39336	-1
234	-0.0996685	0.2075406	98.16337	2.551758	199.6124	25.38554	-1
235	-0.1012325	0.2000404	98.13338	2.555508	199.6062	25.39179	-1
236	-8.72E-02	0.1991027	98.18588	2.556445	199.6249	25.38242	-1
237	-8.95E-02	0.1953525	98.17463	2.559571	199.5874	25.38086	-1
238	-8.09E-02	0.1889461	98.22713	2.564258	199.6687	25.39023	-1
239	-7.94E-02	0.1811333	98.15211	2.566446	199.6374	25.38242	51
240	-7.31E-02	0.1814457	98.22337	2.573008	199.6374	25.51211	-1
241	-7.08E-02	0.1720704	98.16337	2.576133	199.6812	25.52617	-1
242	-6.92E-02	0.1723828	98.19713	2.51207	193.8123	25.53086	-1
243	-7.08E-02	0.1611325	98.18962	2.394255	177.1933	25.5293	-1
244	-0.0527935	0.1586323	98.16712	2.277379	166.9807	25.53711	-1
245	-6.22E-02	0.1487883	98.13338	2.175815	160.2806	25.52773	-1
246	-4.58E-02	0.1433194	98.15587	2.093313	156.3118	25.53086	-1
247	-5.12E-02	0.1378504	98.18213	2.028625	154.0055	25.53398	-1
248	-4.89E-02	0.1248813	98.17838	1.980812	152.4117	25.53555	-1
249	-0.0598278	0.1201936	98.21587	1.952374	151.3492	25.53398	-1
250	-4.11E-02	0.1165997	98.21587	1.949249	150.6679	25.53398	-1
251	-4.58E-02	0.113162	98.15962	1.966124	150.5117	25.53242	-1
252	-0.0442009	0.1072243	98.18588	1.996124	150.2742	25.53867	-1
253	-6.14E-02	9.83E-02	98.14838	2.033937	149.9867	25.52617	-1
254	-5.98E-02	9.25E-02	98.17838	2.076126	149.9617	25.52617	-1
255	-6.37E-02	9.16E-02	98.19337	2.121126	150.0117	25.52617	-1
256	-6.84E-02	8.74E-02	98.16337	2.161752	150.0054	25.52773	-1
257	-5.67E-02	8.18E-02	98.16337	2.201752	149.8554	25.53242	-1
258	-6.14E-02	0.0775356	98.17463	2.239253	149.9804	25.5293	-1
259	-0.0668602	7.36E-02	98.13338	2.274879	150.1554	25.51992	-1
260	-6.76E-02	6.75E-02	98.20837	2.308004	150.0867	25.52305	-1
261	-6.92E-02	6.82E-02	98.15962	2.337067	150.0054	25.52461	-1
262	-7.70E-02	6.33E-02	98.21963	2.363005	150.0179	25.52617	-1
263	-7.78E-02	5.91E-02	98.18588	2.385818	149.9242	25.52617	-1
264	-8.33E-02	5.85E-02	98.18588	2.411131	149.7554	25.53398	-1
265	-7.47E-02	5.64E-02	98.11087	2.430506	149.5492	25.52773	-1
266	-8.80E-02	0.0522217	98.19337	2.448319	149.5804	25.53086	-1
267	-9.11E-02	5.22E-02	98.14087	2.466131	149.6929	25.5293	-1
268	-8.25E-02	5.02E-02	98.12588	2.480819	149.5117	25.52148	-1
269	-8.25E-02	5.38E-02	98.10712	2.496444	149.3992	25.52305	-1
270	-0.0895195	5.53E-02	98.18962	2.50832	149.6054	25.51992	-1
271	-7.15E-02	6.94E-02	98.15587	2.520507	149.5992	25.52148	-1
272	-8.41E-02	7.64E-02	98.18962	2.53082	149.4429	25.51836	-1
273	-7.78E-02	8.41E-02	98.20837	2.53957	149.2554	25.52461	-1
274	-7.55E-02	9.08E-02	98.20462	2.548008	149.4742	25.52148	-1
275	-7.31E-02	0.1042526	98.17838	2.557695	149.4429	25.51992	-1
276	-7.47E-02	0.1095651	98.21963	2.561758	149.3242	25.52461	-1
277	-8.48E-02	0.1173776	98.17463	2.570196	149.4804	25.51367	-1
278	-9.26E-02	0.1217525	98.15211	2.574258	149.6929	25.5043	-1
279	-7.94E-02	0.1245649	98.16712	2.580821	149.6679	25.5043	-1
280	-0.0738945	0.1233148	98.18213	2.585821	149.5617	25.49648	-1
281	-7.47E-02	0.1283147	98.07713	2.590508	149.5554	25.49961	-1
282	-7.70E-02	0.1270646	98.22337	2.594883	149.6492	25.48867	-1
283	-6.61E-02	0.128002	98.16337	2.598946	149.4304	25.50586	-1
284	-8.64E-02	0.1267518	98.12212	2.603946	149.2804	25.50586	-1
285	-0.0809288	0.1256579	98.19337	2.607696	149.2867	25.4793	-1
286	-7.47E-02	0.1223765	98.19337	2.608009	149.4617	25.50274	-1
287	-6.92E-02	0.1214389	98.15587	2.611759	149.3554	25.50117	-1
288	-0.0731144	0.1173762	98.19337	2.615196	149.2242	25.5043	-1
289	-8.33E-02	0.111126	98.15587	2.618946	149.4679	25.50742	-1
290	-8.17E-02	0.1117509	98.18213	2.619571	149.7179	25.50898	-1
291	-7.08E-02	0.1055006	98.15211	2.622696	149.7117	25.50742	-1
292	-6.76E-02	0.1069068	98.15211	2.623946	149.6429	25.50274	-1
293	-8.09E-02	0.1059691	98.16712	2.626759	149.6242	25.50898	-1
294	-6.84E-02	0.102219	98.16337	2.628634	149.7617	25.50117	-1
295	-6.53E-02	0.1015938	98.15587	2.632697	149.6429	25.49805	-1
296	-7.55E-02	9.71E-02	98.11087	2.633947	149.5554	25.50742	-1
297	-0.0645237	9.86E-02	98.20837	2.633322	149.6929	25.50117	-1
298	-6.61E-02	9.66E-02	98.18962	2.635822	149.8554	25.5043	-1
299	-6.53E-02	9.66E-02	98.15211	2.639259	149.7679	25.5168	-1
300	-6.14E-02	9.57E-02	98.20087	2.638009	149.6367	25.50742	-1
301	-7.47E-02	9.47E-02	98.18962	2.638009	149.6804	25.50742	-1
302	-6.22E-02	9.35E-02	98.20837	2.641447	149.8679	25.51523	-1
303	-5.91E-02	9.14E-02	98.15211	2.641759	149.7179	25.5168	-1
304	-7.16E-02	9.32E-02	98.17838	2.644884	149.6304	25.5043	-1
305	-6.14E-02	9.21E-02	98.13338	2.644572	149.6804	25.5168	-1
306	-5.75E-02	8.99E-02	98.21963	2.646447	149.6867	25.51211	-1
307	-4.66E-02	9.13E-02	98.15587	2.647072	149.5242	25.50742	-1
308	-5.91E-02	9.25E-02	98.16337	2.649259	149.4679	25.50898	-1
309	-6.06E-02	8.80E-02	98.15211	2.649259	149.6742	25.5043	-1
310	-7.08E-02	9.25E-02	98.18213	2.650822	149.7617	25.51055	-1
311	-5.05E-02	0.0865916	98.13338	2.651447	149.7554	25.52148	-1
312	-6.45E-02	8.99E-02	98.17463	2.652072	149.6992	25.51523	-1
313	-6.14E-02	8.63E-02	98.17463	2.652072	149.9304	25.50742	-1
314	-6.61E-02	8.49E-02	98.18962	2.654884	149.8804	25.51523	-1
315	-5.28E-02	8.85E-02	98.16337	2.654572	149.7242	25.5168	-1
316	-5.75E-02	8.85E-02	98.18588	2.653947	149.7679	25.52617	-1
317	-0.055933	8.49E-02	98.18962	2.654572	149.9179	25.51367	-1
318	-0.0473423	8.63E-02	98.18588	2.65676	149.7929	25.51523	-1
319	-5.36E-02	7.85E-02	98.18962	2.660197	149.7054	25.5043	-1
320	-5.05E-02	8.39E-02	98.18588	2.658947	149.7367	25.5168	-1
321	-6.92E-02	8.16E-02	98.19713	2.659572	149.7304	25.50586	-1
322	-4.97E-02	7.72E-02	98.14462	2.65926	149.5492	25.50898	-1
323	-4.97E-02	7.77E-02	98.21587	2.661447	149.4054	25.50274	-1
324	-4.58E-02	7.58E-02	98.19337	2.660822	149.3929	25.49492	-1
325	-5.12E-02	7.32E-02	98.21212	2.660197	149.3179	25.50117	-1
326	-6.06E-02	7.58E-02	98.20837	2.662697	149.1742	25.49961	-1
327	-4.58E-02	7.08E-02	98.11087	2.663009	149.2304	25.50274	-1
328	-7.23E-02	6.96E-02	98.17838	2.663947	149.3804	25.50586	-1
329	-4.42E-02	6.99E-02	98.10338	2.663009	149.3992	25.50117	-1
330	-5.05E-02	7.24E-02	98.14462	2.665509	149.4429	25.50117	-1
331	-4.42E-02	6.77E-02	98.11087	2.665197	149.6617	25.50117	-1
332	-3.95E-02	6.69E-02	98.18213	2.664885	149.6804	25.50117	-1
333	-5.52E-02	6.88E-02	98.16712	2.665197	149.5992	25.50586	-1
334	-4.58E-02	7.05E-02	98.17838	2.666447	149.5804	25.49336	-1
335	-4.58E-02	7.03E-02	98.19337	2.668322	149.7679	25.49492	-1
336	-5.91E-02	0.0704945	98.16337	2.663635	149.6179	25.49023	-1
337	-4.58E-02	6.77E-02	98.24962	2.667697	149.5054	25.49023	-1
338	-4.97E-02	6.91E-02	98.16337	2.667385	149.5929	25.49023	-1
339	-0.0465641	6.69E-02	98.13713	2.667697	149.6679	25.49492	-1
340	-3.72E-02	6.74E-02	98.15587	2.670197	149.5367	25.50117	-1
341	-4.97E-02	6.72E-02	98.15962	2.66926	149.4679	25.48711	-1
342	-0.0387516	6.64E-02	98.19713	2.669885	149.6054	25.48242	-1
343	-5.05E-02	0.0656498	98.23463	2.669572	149.4179	25.49023	-1
344	-4.58E-02	5.96E-02	98.18962	2.67051	149.2242	25.48398	-1
345	-5.36E-02	6.35E-02	98.17463	2.672697	149.1866	25.48086	-1
346	-4.42E-02	0.0637744	98.15587	2.672385	149.3429	25.47773	-1
347	-4.19E-02	0.0620555	98.17463	2.67301	149.2054	25.47461	-1
348	-5.98E-02	5.88E-02	98.19337	2.669572	149.1242	25.47461	-1
