Seconds	O2	CO2	BP	WVP	FlowRate	Temperature	Marker
0	1.49E-02	-8.19E-04	98.26463	0.2445351	154.7367	25.69649	-1
1	1.64E-02	-6.62E-04	98.29462	0.2445351	154.7367	25.69492	-1
2	8.59E-03	-8.19E-04	98.33963	0.2442226	154.7367	25.69492	-1
3	-9.54E-06	-1.94E-04	98.26838	0.2429726	154.7867	25.69805	-1
4	8.58E-03	5.88E-04	98.28712	0.2435976	154.7992	25.69492	-1
5	7.61E-04	5.88E-04	98.26087	0.2435976	154.7867	25.69492	-1
6	-3.15E-03	5.88E-04	98.24588	0.2432851	154.7867	25.6918	-1
7	-3.16E-03	4.32E-04	98.24588	0.2435976	154.7867	25.69024	-1
8	4.65E-03	1.19E-04	98.29462	0.2435976	154.7805	25.69961	-1
9	1.64E-02	-1.44E-03	98.30212	0.2426601	154.7805	25.69805	-1
10	3.86E-03	-1.44E-03	98.28712	0.2426601	154.793	25.69961	-1
11	0.0163517	-5.06E-04	98.28712	0.2420351	154.7367	25.69649	-1
12	1.56E-02	-6.62E-04	98.33963	0.2423476	154.6992	25.7043	-1
13	0.0124321	-1.44E-03	98.33588	0.2407851	154.6305	25.70274	-1
14	-7.44E-05	-8.18E-04	98.34337	0.2417226	154.6617	25.69961	-1
15	9.29E-03	5.88E-04	98.30962	0.2414101	154.5867	25.70274	-1
16	6.96E-04	7.44E-04	98.25337	0.2414101	154.5867	25.70586	-1
17	-3.22E-03	-3.50E-04	98.31338	0.2410976	154.5367	25.7043	-1
18	-6.35E-03	2.75E-04	98.24213	0.2410976	154.5367	25.70586	-1
19	-4.01E-03	-1.93E-04	98.24588	0.2414101	154.5867	25.70586	-1
20	4.58E-03	7.44E-04	98.24962	0.2407851	154.643	25.70586	-1
21	2.23E-03	-1.60E-03	98.27588	0.2407851	154.6367	25.71211	-1
22	2.22E-03	-8.18E-04	98.28337	0.2401601	154.693	25.70274	-1
23	0.0147171	-8.18E-04	98.29462	0.2410976	154.743	25.70899	-1
24	1.55E-02	-1.60E-03	98.33588	0.2404726	154.7367	25.7043	-1
25	-1.70E-03	-5.06E-04	98.33963	0.2398476	154.7805	25.71367	-1
26	8.45E-03	-8.18E-04	98.30588	0.2401601	154.793	25.71524	-1
27	-3.27E-03	5.88E-04	98.26838	0.2398476	154.7805	25.71055	-1
28	1.08E-02	-1.93E-04	98.30588	0.2398476	154.793	25.71211	-1
29	-3.29E-03	1.19E-04	98.26838	0.2404726	154.768	25.71211	-1
30	-4.85E-03	2.76E-04	98.24962	0.2398476	154.793	25.70899	-1
31	2.17E-03	-1.93E-04	98.29088	0.239535	154.743	25.71055	-1
32	2.95E-03	2.76E-04	98.29088	0.2398476	154.6805	25.71367	-1
33	3.72E-03	-5.06E-04	98.28712	0.238285	154.6492	25.71211	-1
34	2.94E-03	-9.74E-04	98.29462	0.238285	154.6492	25.71836	-1
35	2.93E-03	-1.91E-03	98.28712	0.23891	154.5867	25.71836	-1
36	1.54E-02	-1.13E-03	98.35088	0.238285	154.5805	25.71524	-1
37	1.46E-02	-8.18E-04	98.30588	0.238285	154.543	25.71836	-1
38	-2.56E-03	-1.29E-03	98.26463	0.2379725	154.5742	25.71524	-1
39	1.07E-02	1.20E-04	98.29462	0.23766	154.643	25.71992	-1
40	-2.27E-04	-3.49E-04	98.25337	0.23891	154.693	25.72149	-1
41	9.92E-03	5.88E-04	98.31338	0.23766	154.7305	25.7168	-1
42	-1.80E-03	1.20E-04	98.26463	0.23766	154.7867	25.71836	-1
43	1.32E-03	-1.13E-03	98.29837	0.23766	154.8367	25.72149	-1
44	3.66E-03	-3.49E-04	98.35462	0.23766	154.868	25.72305	-1
45	4.43E-03	-1.29E-03	98.28712	0.237035	154.9117	25.72305	-1
46	2.86E-03	-5.05E-04	98.35088	0.23641	154.8742	25.72305	-1
47	6.76E-03	-1.44E-03	98.28712	0.2373475	154.8805	25.72618	-1
48	1.38E-02	-1.13E-03	98.33963	0.2360975	154.8867	25.7293	-1
49	1.46E-02	-8.18E-04	98.33588	0.2360975	154.8867	25.72461	-1
50	6.75E-03	7.45E-04	98.30588	0.2360975	154.8805	25.72461	-1
51	-1.85E-03	1.20E-04	98.26463	0.2360975	154.8367	25.73086	-1
52	0.0106411	-6.62E-04	98.30212	0.2367225	154.7805	25.72461	-1
53	-2.65E-03	1.20E-04	98.26838	0.2360975	154.7867	25.72618	-1
54	-1.87E-03	-3.49E-04	98.25337	0.2360975	154.7367	25.72618	-1
55	-2.66E-03	-6.61E-04	98.25337	0.2360975	154.6805	25.72774	-1
56	5.15E-03	-1.44E-03	98.23088	0.2360975	154.6867	25.72618	-1
57	2.80E-03	-1.29E-03	98.28337	0.234535	154.643	25.7293	-1
58	5.14E-03	-8.18E-04	98.29462	0.2360975	154.618	25.73086	-1
59	1.61E-02	-9.74E-04	98.27963	0.2354725	154.693	25.73242	-1
60	1.68E-02	-9.74E-04	98.33963	0.23516	154.6992	25.73711	-1
61	1.06E-02	-1.13E-03	98.33212	0.2335975	154.7305	25.72774	-1
62	1.21E-03	-1.93E-04	98.32088	0.23391	154.7805	25.73399	-1
63	9.80E-03	1.20E-04	98.31338	0.2342225	154.8305	25.73399	-1
64	4.18E-04	1.20E-04	98.26838	0.23391	154.8742	25.73868	-1
65	-2.71E-03	-1.93E-04	98.30962	0.2335975	154.8867	25.73555	-1
66	-1.16E-03	5.89E-04	98.26087	0.2348475	154.8805	25.73086	-1
67	6.65E-03	-1.44E-03	98.24213	0.23391	154.8867	25.73086	-1
68	1.91E-02	-1.44E-03	98.29837	0.2342225	154.8867	25.73399	-1
69	4.29E-03	-9.74E-04	98.27588	0.234535	154.8805	25.73086	-1
70	1.99E-02	-1.44E-03	98.27963	0.23391	154.8867	25.73868	-1
71	1.52E-02	-1.60E-03	98.33588	0.233285	154.8305	25.73868	-1
72	1.44E-02	-1.29E-03	98.34712	0.233285	154.7992	25.73868	-1
73	1.60E-02	-1.91E-03	98.30588	0.233285	154.7867	25.7418	-1
74	1.05E-02	7.45E-04	98.30212	0.2320349	154.7492	25.73868	-1
75	3.53E-04	5.89E-04	98.25713	0.23266	154.6867	25.74024	-1
76	9.72E-03	4.33E-04	98.30212	0.2320349	154.693	25.74024	-1
77	2.69E-03	4.33E-04	98.23837	0.2323474	154.6367	25.73555	-1
78	-5.13E-03	-1.29E-03	98.25337	0.23266	154.5992	25.73399	-1
79	-3.58E-03	4.33E-04	98.29837	0.233285	154.5867	25.74336	-1
80	4.23E-03	-1.44E-03	98.29837	0.2320349	154.6305	25.73711	-1
81	4.22E-03	-1.60E-03	98.29837	0.2329725	154.6867	25.73868	-1
82	5.78E-03	-8.17E-04	98.29088	0.23266	154.6867	25.7418	-1
83	0.0174942	-1.60E-03	98.29462	0.2314099	154.7305	25.74805	-1
84	1.36E-02	-1.91E-03	98.33963	0.23266	154.7305	25.74649	-1
85	1.05E-02	-8.17E-04	98.31338	0.2314099	154.743	25.74024	-1
86	-2.05E-03	5.89E-04	98.27213	0.2314099	154.7305	25.7418	-1
87	1.04E-02	-3.48E-04	98.31713	0.2314099	154.793	25.74492	-1
88	2.77E-04	4.33E-04	98.26838	0.2307849	154.7867	25.74024	-1
89	-1.29E-03	-3.59E-05	98.30588	0.2314099	154.7742	25.74649	-1
90	-2.86E-03	2.77E-04	98.25713	0.2320349	154.7305	25.74492	-1
91	4.95E-03	-5.05E-04	98.25713	0.2314099	154.6992	25.74336	-1
92	4.16E-03	-2.07E-03	98.28712	0.2304724	154.6242	25.74805	-1
93	4.15E-03	-9.73E-04	98.29088	0.2314099	154.568	25.75274	-1
94	2.59E-03	-1.44E-03	98.28712	0.2310974	154.5867	25.74492	-1
95	1.43E-02	-1.29E-03	98.32838	0.2307849	154.5367	25.74649	-1
96	1.04E-02	-5.05E-04	98.33588	0.2298474	154.543	25.74492	-1
97	-1.34E-03	-1.29E-03	98.26087	0.2301599	154.5055	25.7543	-1
98	1.19E-02	-1.60E-03	98.30962	0.2298474	154.543	25.75117	-1
99	-2.13E-03	1.20E-04	98.26838	0.2298474	154.5367	25.74961	-1
100	8.02E-03	-3.57E-05	98.30962	0.2292224	154.6242	25.74961	-1
101	-2.14E-03	1.21E-04	98.26463	0.2298474	154.6492	25.73868	-1
102	4.88E-03	-1.92E-04	98.26087	0.2295349	154.6867	25.74649	-1
103	9.73E-04	-3.48E-04	98.25713	0.2307849	154.6867	25.74961	-1
104	4.09E-03	-1.75E-03	98.28337	0.2289099	154.7305	25.75117	-1
105	4.09E-03	-1.13E-03	98.35462	0.2292224	154.743	25.74805	-1
106	1.58E-02	-1.13E-03	98.33963	0.2292224	154.7055	25.75586	-1
107	1.50E-02	-1.91E-03	98.33963	0.2276599	154.7367	25.75586	-1
108	1.66E-02	-1.75E-03	98.33963	0.2270349	154.743	25.76055	-1
109	8.75E-03	-1.44E-03	98.34337	0.2260973	154.743	25.75743	-1
110	1.49E-04	2.77E-04	98.26087	0.2264099	154.7117	25.74961	-1
111	1.03E-02	-1.44E-03	98.29088	0.2239098	154.6867	25.75117	-1
112	1.37E-04	-1.13E-03	98.25337	0.2242223	154.6305	25.75586	-1
113	-1.43E-03	4.33E-04	98.31338	0.2239098	154.643	25.75586	-1
114	-3.00E-03	-3.55E-05	98.25337	0.2229723	154.5805	25.75586	-1
115	6.37E-03	-6.61E-04	98.29462	0.2295349	154.593	25.75586	-1
116	4.80E-03	-1.29E-03	98.27963	0.2832857	154.5367	25.75899	-1
117	4.01E-03	-2.85E-03	98.29088	0.4123502	154.5555	25.76055	-1
118	2.45E-03	-1.91E-03	98.29462	0.5839153	154.543	25.75743	-1
119	1.49E-02	-1.91E-03	98.35088	0.757668	154.6055	25.7668	50
120	1.49E-02	-1.29E-03	98.30962	0.9195454	154.6555	25.56211	-1
121	1.65E-03	1.21E-04	98.26838	1.06111	155.5742	25.59961	-1
122	1.26E-02	-3.54E-05	98.29837	1.182362	151.5429	25.66524	-1
123	7.44E-05	-1.13E-03	98.27213	1.283301	147.5616	25.71211	-1
124	3.97E-03	-3.48E-04	98.24962	1.371115	144.3678	25.73868	-1
125	-2.28E-03	-6.60E-04	98.25713	1.446428	142.0428	25.74492	-1
126	-1.51E-03	-3.48E-04	98.28712	1.512992	140.5115	25.73086	-1
127	2.04E-02	-1.13E-03	98.29462	1.577993	139.424	25.71367	-1
128	4.73E-03	-1.75E-03	98.27963	1.649244	138.749	25.68242	-1
129	1.80E-02	-1.60E-03	98.28337	1.730495	138.3615	25.65742	-1
130	0.0133152	-2.07E-03	98.28337	1.816747	138.0865	25.64024	-1
131	1.57E-02	4.34E-04	98.33212	1.902685	137.9365	25.62617	-1
132	2.29E-05	7.46E-04	98.34337	1.984874	137.7927	25.61211	-1
133	9.39E-03	1.84E-03	98.29837	2.059563	137.699	25.60117	-1
134	7.93E-04	3.87E-03	98.25713	2.128001	137.649	25.5918	-1
135	1.02E-02	5.43E-03	98.31338	2.188627	137.6365	25.58086	-1
136	0	7.31E-03	98.25713	2.241753	137.5927	25.57461	-1
137	-1.57E-03	9.96E-03	98.25337	2.288941	137.6052	25.56523	-1
138	3.89E-03	0.0123088	98.26463	2.330504	137.6427	25.55586	-1
139	1.54E-03	1.57E-02	98.29088	2.367068	137.6552	25.54805	-1
140	2.32E-03	2.06E-02	98.26087	2.399568	137.6865	25.55117	-1
141	2.31E-03	2.67E-02	98.27588	2.426443	137.749	25.54648	-1
142	1.53E-03	3.57E-02	98.29088	2.451444	137.7927	25.54648	-1
143	8.55E-03	0.0460594	98.34712	2.472694	137.774	25.54648	-1
144	1.17E-02	5.81E-02	98.33963	2.492382	137.849	25.54648	-1
145	-5.52E-03	7.36E-02	98.26463	2.510195	137.8365	25.54805	-1
146	-8.41E-04	8.98E-02	98.31338	2.524882	137.8677	25.54336	-1
147	-1.26E-02	0.1051229	98.25337	2.538633	137.9365	25.54961	-1
148	-1.41E-02	0.1238732	98.30588	2.552695	137.9365	25.54805	-1
149	-1.73E-02	0.1427797	98.26087	2.561133	137.9865	25.54961	-1
150	-0.014925	0.1616863	98.25713	2.573946	137.9365	25.54805	-1
151	-1.73E-02	0.1787178	98.29462	2.583633	137.9365	25.54492	-1
152	-2.43E-02	0.1968431	98.29088	2.592383	137.899	25.54492	-1
153	-2.74E-02	0.2141871	98.27963	2.600508	137.8365	25.53086	-1
154	-1.96E-02	0.2298124	98.33212	2.606134	137.849	25.5418	-1
155	-2.75E-02	0.2463751	98.33963	2.613946	137.7927	25.54805	-1
156	-0.0438652	0.2607504	98.26838	2.620196	137.7927	25.54024	-1
157	-0.0493412	0.2759069	98.30962	2.626446	137.799	25.53555	-1
158	-7.12E-02	0.2848133	98.26838	2.632071	137.8427	25.53086	-1
159	-7.04E-02	0.2952822	98.31713	2.638634	137.8552	25.54648	-1
160	-9.23E-02	0.3046574	98.26463	2.643009	137.9615	25.53867	-1
161	-0.1024895	0.3105949	98.25337	2.647072	137.9865	25.53086	-1
