Seconds	O2	CO2	BP	WVP	FlowRate	Temperature	Marker
0	-4.65E-03	-4.27E-04	98.53838	0.1054705	150.7429	25.81993	-1
1	4.72E-03	-1.68E-03	98.53462	0.103908	150.7429	25.8168	-1
2	-3.09E-03	-1.99E-03	98.58337	0.104533	150.7867	25.81993	-1
3	-6.99E-03	-8.96E-04	98.53838	0.1042205	150.9054	25.81993	-1
4	-7.77E-03	-8.96E-04	98.56088	0.1048455	150.9492	25.8168	-1
5	-7.42E-04	-8.96E-04	98.51213	0.104533	150.9992	25.81367	-1
6	-7.42E-04	-1.83E-03	98.50838	0.105158	151.0429	25.81055	-1
7	8.18E-04	-1.15E-04	98.50463	0.104533	151.0429	25.81993	-1
8	-7.42E-04	1.13E-03	98.50463	0.103283	151.0929	25.81836	-1
9	0.0117588	-1.15E-04	98.53838	0.104533	151.1054	25.82149	-1
10	1.02E-02	-1.15E-04	98.54213	0.104533	151.1429	25.81211	-1
11	-4.65E-03	-1.15E-04	98.51964	0.1042205	151.1492	25.81211	-1
12	4.73E-03	-1.16E-04	98.58337	0.104533	151.1429	25.82461	-1
13	-4.65E-03	-2.15E-03	98.58337	0.103908	151.1429	25.81836	-1
14	5.51E-03	-5.84E-04	98.58713	0.103908	151.0804	25.81836	-1
15	-6.99E-03	-8.97E-04	98.56464	0.104533	151.0367	25.8168	-1
16	-6.99E-03	-1.37E-03	98.51213	0.1042205	150.9429	25.81993	-1
17	8.22E-04	-1.68E-03	98.56088	0.103908	150.9054	25.82461	-1
18	-5.43E-03	1.13E-03	98.51588	0.1042205	150.8429	25.81993	-1
19	-7.38E-04	-7.41E-04	98.48962	0.104533	150.8554	25.81836	-1
20	1.18E-02	6.65E-04	98.50838	0.1042205	150.7992	25.82305	-1
21	1.18E-02	9.78E-04	98.54213	0.105783	150.7992	25.81993	-1
22	7.85E-03	5.09E-04	98.54588	0.1042205	150.8429	25.81524	-1
23	1.61E-03	5.09E-04	98.53838	0.103908	150.9054	25.82149	-1
24	-9.33E-03	3.52E-04	98.54213	0.103283	150.9867	25.82149	-1
25	5.51E-03	-8.98E-04	98.58337	0.103908	151.1054	25.82305	-1
26	-6.20E-03	-1.52E-03	98.57588	0.1035955	151.0992	25.82461	-1
27	-8.55E-03	-1.84E-03	98.53088	0.103283	151.1554	25.81836	-1
28	-6.20E-03	-1.99E-03	98.54213	0.1035955	151.1054	25.82305	-1
29	4.39E-05	-8.98E-04	98.51588	0.1035955	151.1367	25.82618	-1
30	1.61E-03	-1.52E-03	98.48962	0.1042205	151.1429	25.81836	-1
31	-7.32E-04	-1.37E-03	98.50088	0.103908	151.1429	25.82149	-1
32	4.58E-05	3.52E-04	98.53462	0.1042205	151.1367	25.81524	-1
33	1.18E-02	-1.17E-04	98.60963	0.103908	151.1867	25.82461	-1
34	5.52E-03	3.91E-05	98.54213	0.1042205	151.1429	25.82461	-1
35	-2.30E-03	-5.86E-04	98.58713	0.103908	151.0804	25.82461	-1
36	4.74E-03	3.89E-05	98.58337	0.102033	150.9992	25.82149	-1
37	-5.42E-03	-8.99E-04	98.58337	0.1029705	150.9867	25.82305	-1
38	-3.86E-03	-1.99E-03	98.52713	0.103283	150.9429	25.82618	-1
39	-6.20E-03	-8.99E-04	98.53838	0.103283	150.8617	25.82774	-1
40	1.61E-03	-1.68E-03	98.52338	0.1029705	150.8992	25.82618	-1
41	8.30E-04	-1.06E-03	98.54963	0.103283	150.8492	25.82149	-1
42	8.32E-04	-1.68E-03	98.52338	0.103283	150.8554	25.82149	-1
43	8.32E-04	6.63E-04	98.50463	0.103908	150.9367	25.81993	-1
44	1.33E-02	1.95E-04	98.54588	0.102658	150.9929	25.82461	-1
45	1.10E-02	5.07E-04	98.53462	0.1035955	151.0554	25.82618	-1
46	1.18E-02	3.51E-04	98.53838	0.103283	151.0804	25.81524	-1
47	3.18E-03	6.63E-04	98.60213	0.1035955	151.1429	25.82149	-1
48	-3.07E-03	-5.87E-04	98.54213	0.1017205	151.1554	25.82305	-1
49	5.52E-03	-1.37E-03	98.59838	0.102658	151.2054	25.82461	-1
50	-4.63E-03	-1.21E-03	98.54588	0.1023455	151.1929	25.82774	-1
51	-8.54E-03	-1.37E-03	98.50463	0.1023455	151.1929	25.82461	-1
52	-6.98E-03	-9.00E-04	98.54588	0.1023455	151.2304	25.82149	-1
53	8.35E-04	-7.44E-04	98.52338	0.1029705	151.2429	25.81993	-1
54	1.26E-02	-1.06E-03	98.48587	0.1029705	151.1492	25.82461	-1
55	8.35E-04	6.63E-04	98.50838	0.1029705	151.0992	25.82774	-1
56	1.65E-02	-2.75E-04	98.55338	0.1029705	151.0429	25.82461	-1
57	1.33E-02	8.19E-04	98.54213	0.1029705	150.9492	25.82461	-1
58	7.09E-03	3.73E-05	98.54213	0.1029705	150.9492	25.81993	-1
59	-3.85E-03	9.75E-04	98.54588	0.1029705	150.8992	25.82305	-1
60	6.31E-03	-1.37E-03	98.57213	0.102033	150.8117	25.8293	-1
61	-3.07E-03	-4.32E-04	98.59088	0.1010954	150.8304	25.82774	-1
62	-6.98E-03	-1.37E-03	98.55338	0.1023455	150.8492	25.8293	-1
63	-7.76E-03	-7.44E-04	98.55713	0.102033	150.9054	25.82149	-1
64	-5.41E-03	-1.84E-03	98.48587	0.103283	150.9492	25.82618	-1
65	8.39E-04	-1.06E-03	98.50463	0.102033	150.9929	25.82149	-1
66	8.39E-04	-1.21E-03	98.50463	0.102658	151.0492	25.82305	-1
67	-3.07E-03	6.62E-04	98.48962	0.102658	151.0992	25.81993	-1
68	0.01334	-2.76E-04	98.52338	0.1029705	151.1367	25.82461	-1
69	8.65E-03	3.49E-04	98.54213	0.103283	151.1429	25.82618	-1
70	7.87E-03	-4.32E-04	98.54213	0.1029705	151.1867	25.8293	-1
71	5.53E-03	1.93E-04	98.57964	0.1029705	151.1929	25.82461	-1
72	-3.06E-03	-7.45E-04	98.58337	0.102033	151.1929	25.82305	-1
73	6.31E-03	-9.01E-04	98.58713	0.102658	151.2179	25.82461	-1
74	-7.75E-03	-7.45E-04	98.55713	0.1017205	151.1492	25.8293	-1
75	-0.0108757	-7.45E-04	98.51964	0.102033	151.0429	25.8293	-1
76	-7.17E-04	-5.89E-04	98.55338	0.1017205	150.9929	25.83086	-1
77	3.19E-03	-1.53E-03	98.51588	0.102658	150.9492	25.82774	-1
78	-3.06E-03	-9.02E-04	98.50838	0.1004704	150.8992	25.82305	-1
79	0.0125618	5.04E-04	98.50088	0.1023455	150.8554	25.82618	-1
80	1.26E-02	-7.46E-04	98.55338	0.102658	150.7867	25.8168	-1
81	1.41E-02	-7.46E-04	98.54588	0.102033	150.7617	25.81993	-1
82	8.66E-03	3.48E-04	98.54963	0.102033	150.7992	25.82305	-1
83	-4.62E-03	-4.33E-04	98.54588	0.1017205	150.9179	25.82149	-1
84	3.19E-03	-7.46E-04	98.59463	0.1010954	150.9617	25.82774	-1
85	-6.97E-03	-1.21E-03	98.59838	0.1017205	150.9992	25.82774	-1
86	-6.97E-03	-1.37E-03	98.51213	0.1014079	151.0429	25.82774	-1
87	-7.75E-03	-4.34E-04	98.53838	0.1010954	151.0367	25.82461	-1
88	6.48E-05	-1.37E-03	98.50838	0.1017205	151.0679	25.82774	-1
89	6.48E-05	-9.03E-04	98.50088	0.102033	151.0492	25.82618	-1
90	-1.50E-03	5.04E-04	98.51588	0.1023455	151.0429	25.81836	-1
91	-7.11E-04	3.47E-04	98.51588	0.1004704	151.1054	25.82618	-1
92	1.26E-02	1.91E-04	98.59463	0.1023455	151.0929	25.82461	-1
93	9.44E-03	-1.06E-03	98.54213	0.102033	151.0929	25.82618	-1
94	-5.40E-03	1.91E-04	98.59463	0.1010954	151.0554	25.82618	-1
95	4.76E-03	-7.47E-04	98.59088	0.1010954	150.9492	25.82461	-1
96	-6.18E-03	-1.37E-03	98.57964	0.1014079	150.8992	25.8293	-1
97	-4.62E-03	-7.47E-04	98.53838	0.1007829	150.8617	25.82774	-1
98	-5.40E-03	-2.31E-03	98.56088	0.1014079	150.8554	25.83399	-1
99	-6.18E-03	-1.37E-03	98.50088	0.1014079	150.7992	25.8293	-1
100	8.51E-04	-9.03E-04	98.56088	0.102033	150.7929	25.8293	-1
101	8.51E-04	-9.03E-04	98.53462	0.102658	150.8054	25.82618	-1
102	8.53E-04	-1.53E-03	98.49338	0.102033	150.8429	25.82461	-1
103	6.32E-03	-5.91E-04	98.55338	0.1017205	150.9367	25.8293	-1
104	1.10E-02	-5.91E-04	98.54588	0.1014079	151.0054	25.82774	-1
105	1.26E-02	-2.79E-04	98.51964	0.1010954	151.0429	25.82305	-1
106	6.32E-03	5.02E-04	98.54963	0.1007829	151.1304	25.82618	-1
107	-1.49E-03	-1.37E-03	98.53838	0.1004704	151.1429	25.82618	-1
108	4.76E-03	-1.53E-03	98.59463	0.1001579	151.1429	25.82774	-1
109	-3.05E-03	-1.37E-03	98.56088	9.95E-02	151.1429	25.8293	-1
110	-5.39E-03	-2.15E-03	98.51588	0.0982829	151.1429	25.82774	-1
111	-7.74E-03	-2.31E-03	98.55713	9.98E-02	151.1429	25.82774	-1
112	8.54E-04	-2.15E-03	98.51588	9.92E-02	151.1367	25.8293	-1
113	1.41E-02	-1.37E-03	98.50838	9.95E-02	151.1429	25.82618	-1
114	-1.49E-03	-4.36E-04	98.49338	0.0985954	151.0992	25.82618	-1
115	1.34E-02	-5.92E-04	98.54588	0.0985954	151.0117	25.82774	-1
116	1.02E-02	-2.80E-04	98.53838	9.73E-02	150.9179	25.82461	-1
117	1.34E-02	1.89E-04	98.53838	0.0979704	150.8304	25.81836	-1
118	-0.0069561	3.45E-04	98.53838	0.1170332	150.8179	25.83243	-1
119	7.11E-03	-1.06E-03	98.57588	0.202972	150.7492	25.82774	50
120	-5.39E-03	-1.53E-03	98.59088	0.3610994	150.7617	25.7168	-1
121	6.33E-03	-1.53E-03	98.56464	0.5554774	151.6867	25.75586	-1
122	-6.17E-03	-1.84E-03	98.55713	0.7539179	147.7304	25.81836	-1
123	7.63E-05	-0.0021551	98.50838	0.9379832	143.8178	25.86211	-1
124	-2.26E-03	-1.37E-03	98.56088	1.108611	140.9178	25.87305	-1
125	-1.48E-03	-4.36E-04	98.48587	1.265488	138.9552	25.86993	-1
126	-7.00E-04	5.01E-04	98.50463	1.41049	137.7927	25.84961	-1
127	3.99E-03	3.45E-04	98.53838	1.544868	137.0052	25.8293	-1
128	6.33E-03	3.21E-05	98.53838	1.665182	136.4865	25.81055	-1
129	1.26E-02	-5.93E-04	98.53838	1.774871	136.1865	25.7918	-1
130	7.11E-03	-1.24E-04	98.53838	1.871122	136.049	25.77305	-1
131	-4.61E-03	6.57E-04	98.59088	1.956436	135.899	25.76524	-1
132	5.55E-03	-1.06E-03	98.59088	2.0305	135.7927	25.7543	-1
133	-1.01E-02	-5.93E-04	98.56088	2.095813	135.7614	25.74805	-1
134	-5.39E-03	-4.37E-04	98.50838	2.153627	135.6052	25.73711	-1
135	-7.73E-03	5.00E-04	98.54963	2.204565	135.5052	25.73242	-1
