Seconds,O2,CO2,BP,WVP,FlowRate,Temperature,Marker
74,21.55384,1.68E-02,98.55713,0.1029705,151.1492,25.8293,-1
75,21.54994,1.55E-02,98.51964,0.1029705,151.0429,25.8293,-1
76,21.53822,1.49E-02,98.55338,0.1029705,150.9929,25.83086,-1
77,21.54994,1.46E-02,98.51588,0.1029705,150.9492,25.82774,-1
78,21.54056,1.45E-02,98.50838,0.1029705,150.8992,25.82305,-1
79,21.53822,1.55E-02,98.50088,0.102033,150.8554,25.82618,-1
80,21.53666,1.49E-02,98.55338,0.1010954,150.7867,25.8168,-1
81,21.53353,1.51E-02,98.54588,0.1023455,150.7617,25.81993,-1
82,21.54681,1.68E-02,98.54963,0.102033,150.7992,25.82305,-1
83,21.54369,1.63E-02,98.54588,0.103283,150.9179,25.82149,-1
84,21.54213,0.0164847,98.59463,0.102033,150.9617,25.82774,-1
85,21.55619,1.59E-02,98.59838,0.102658,150.9992,25.82774,-1
86,21.55619,0.0164847,98.51213,0.102658,151.0429,25.82774,-1
87,21.55541,1.55E-02,98.53838,0.1029705,151.0367,25.82461,-1
88,21.54916,1.45E-02,98.50838,0.103283,151.0679,25.82774,-1
89,21.54135,1.55E-02,98.50088,0.1029705,151.0492,25.82618,-1
90,21.54994,1.48E-02,98.51588,0.1029705,151.0429,25.81836,-1
91,21.53822,1.54E-02,98.51588,0.102033,151.1054,25.82618,-1
92,21.53431,1.48E-02,98.59463,0.102658,151.0929,25.82461,-1
93,21.55931,1.71E-02,98.54213,0.1017205,151.0929,25.82618,-1
94,21.54369,1.66E-02,98.59463,0.102033,151.0554,25.82618,-1
95,21.55697,1.70E-02,98.59088,0.1017205,150.9492,25.82461,-1
96,21.54213,1.68E-02,98.57964,0.102658,150.8992,25.8293,-1
97,21.55462,1.71E-02,98.53838,0.1004704,150.8617,25.82774,-1
98,21.55306,1.59E-02,98.56088,0.1023455,150.8554,25.83399,-1
99,21.5515,1.51E-02,98.50088,0.102658,150.7992,25.8293,-1
100,21.53978,1.52E-02,98.56088,0.102033,150.7929,25.8293,-1
101,21.54916,1.51E-02,98.53462,0.102033,150.8054,25.82618,-1
102,21.54135,1.55E-02,98.49338,0.1017205,150.8429,25.82461,-1
103,21.53744,1.57E-02,98.55338,0.1010954,150.9367,25.8293,-1
104,21.53666,1.54E-02,98.54588,0.1017205,151.0054,25.82774,-1
105,21.54369,1.71E-02,98.51964,0.1014079,151.0429,25.82305,-1
106,21.54369,0.0161722,98.54963,0.1010954,151.1304,25.82618,-1
107,21.54525,1.73E-02,98.53838,0.1017205,151.1429,25.82618,-1
108,21.54369,0.0164847,98.59463,0.102033,151.1429,25.82774,-1
109,21.55619,1.74E-02,98.56088,0.1023455,151.1429,25.8293,-1
110,21.55462,1.51E-02,98.51588,0.1004704,151.1429,25.82774,-1
111,21.53978,1.60E-02,98.55713,0.1023455,151.1429,25.82774,-1
112,21.54916,1.51E-02,98.51588,0.102033,151.1367,25.8293,-1
113,21.53978,1.57E-02,98.50838,0.1010954,151.1429,25.82618,-1
114,21.54994,1.46E-02,98.49338,0.1010954,151.0992,25.82618,-1
115,21.53744,1.54E-02,98.54588,0.1014079,151.0117,25.82774,-1
116,21.53744,1.52E-02,98.53838,0.1007829,150.9179,25.82461,-1
117,21.54525,1.71E-02,98.53838,0.1014079,150.8304,25.81836,-1
118,21.539,0.0161722,98.53838,0.1014079,150.8179,25.83243,-1
119,21.54369,1.68E-02,98.57588,0.102033,150.7492,25.82774,50
120,21.55619,1.60E-02,98.59088,0.102658,150.7617,25.7168,-1
121,21.55619,1.66E-02,98.56464,0.102033,151.6867,25.75586,-1
122,21.55228,1.57E-02,98.55713,0.1017205,147.7304,25.81836,-1
123,21.54603,1.55E-02,98.50838,0.1014079,143.8178,25.86211,-1
124,21.53509,1.57E-02,98.56088,0.1010954,140.9178,25.87305,-1
125,21.54994,1.57E-02,98.48587,0.1007829,138.9552,25.86993,-1
126,21.53822,1.59E-02,98.50463,0.1004704,137.7927,25.84961,-1
127,21.53588,1.49E-02,98.53838,0.1001579,137.0052,25.8293,-1
128,21.53822,1.55E-02,98.53838,9.95E-02,136.4865,25.81055,-1
129,21.54447,1.70E-02,98.53838,0.0982829,136.1865,25.7918,-1
130,21.54603,1.57E-02,98.53838,9.98E-02,136.049,25.77305,-1
131,21.54369,1.57E-02,98.59088,9.92E-02,135.899,25.76524,-1
132,21.54447,1.68E-02,98.59088,9.95E-02,135.7927,25.7543,-1
133,21.55619,1.60E-02,98.56088,0.0985954,135.7614,25.74805,-1
134,21.54994,1.57E-02,98.50838,0.0985954,135.6052,25.73711,-1
135,21.54213,1.52E-02,98.54963,9.73E-02,135.5052,25.73242,-1
136,21.54916,1.51E-02,98.53088,0.0979704,135.3489,25.71836,-1
137,21.539,1.60E-02,98.51213,0.1170332,135.3052,25.71524,-1
138,21.54056,1.51E-02,98.48962,0.202972,135.2177,25.71524,-1
139,21.53822,1.55E-02,98.53088,0.3610994,135.2614,25.70899,-1
140,21.54603,1.70E-02,98.52713,0.5554774,135.2677,25.70274,-1
141,21.54525,1.68E-02,98.53462,0.7539179,135.2552,25.69805,-1
142,21.54525,1.66E-02,98.54213,0.9379832,135.2552,25.7043,-1
143,21.54525,1.54E-02,98.59088,1.108611,135.3052,25.70586,-1
144,21.55775,1.66E-02,98.57588,1.265488,135.3552,25.70586,-1
145,21.55541,1.57E-02,98.51213,1.41049,135.4052,25.70118,-1
146,21.55619,1.51E-02,98.54213,1.544868,135.4489,25.71524,-1
147,21.54759,1.57E-02,98.49712,1.665182,135.5052,25.71055,-1
148,21.54135,1.41E-02,98.50088,1.774871,135.4989,25.71211,-1
149,21.54994,1.51E-02,98.51964,1.871122,135.5552,25.70274,-1
150,21.53978,1.55E-02,98.50463,1.956436,135.5927,25.70586,-1
151,21.53588,1.55E-02,98.60963,2.0305,135.5864,25.70118,-1
152,21.53744,1.49E-02,98.54588,2.095813,135.6489,25.7043,-1
153,21.54525,1.59E-02,98.59088,2.153627,135.6552,25.70274,-1
154,21.55697,1.59E-02,98.53838,2.204565,135.5989,25.69805,-1
155,21.54525,0.0161722,98.60213,2.248003,135.5552,25.7043,-1
156,21.56088,1.70E-02,98.58713,2.287066,135.5427,25.7043,-1
157,21.55775,1.51E-02,98.54213,2.320192,135.5052,25.69961,-1
