Seconds,O2,CO2,BP,WVP,FlowRate,Temperature,Marker
0,21.56009,1.68E-02,98.26463,0.2482852,154.7367,25.69649,-1
1,21.54056,1.48E-02,98.29462,0.2476602,154.7367,25.69492,-1
2,21.56009,1.68E-02,98.33963,0.2485977,154.7367,25.69492,-1
3,21.55853,1.70E-02,98.26838,0.2479727,154.7867,25.69805,-1
4,21.56166,1.52E-02,98.28712,0.2479727,154.7992,25.69492,-1
5,21.55619,1.52E-02,98.26087,0.2476602,154.7867,25.69492,-1
6,21.54135,1.60E-02,98.24588,0.2470352,154.7867,25.6918,-1
7,21.55384,1.52E-02,98.24588,0.2473477,154.7867,25.69024,-1
8,21.54056,1.55E-02,98.29462,0.2467227,154.7805,25.69961,-1
9,21.54291,1.60E-02,98.30212,0.2445351,154.7805,25.69805,-1
10,21.54916,1.80E-02,98.28712,0.2467227,154.793,25.69961,-1
11,21.54759,1.60E-02,98.28712,0.2467227,154.7367,25.69649,-1
12,21.54759,1.73E-02,98.33963,0.2457851,154.6992,25.7043,-1
13,21.55931,1.70E-02,98.33588,0.2457851,154.6305,25.70274,-1
14,21.56088,1.66E-02,98.34337,0.2457851,154.6617,25.69961,-1
15,21.56009,1.63E-02,98.30962,0.2454726,154.5867,25.70274,-1
16,21.55306,1.60E-02,98.25337,0.2451601,154.5867,25.70586,-1
17,21.54291,1.59E-02,98.31338,0.2448476,154.5367,25.7043,-1
18,21.55384,1.57E-02,98.24213,0.2454726,154.5367,25.70586,-1
19,21.54135,0.0161722,98.24588,0.2445351,154.5867,25.70586,-1
20,21.54525,1.59E-02,98.24962,0.2445351,154.643,25.70586,-1
21,21.54291,1.73E-02,98.27588,0.2442226,154.6367,25.71211,-1
22,21.54994,1.68E-02,98.28337,0.2429726,154.693,25.70274,-1
23,21.54681,1.63E-02,98.29462,0.2435976,154.743,25.70899,-1
24,21.54916,1.66E-02,98.33588,0.2435976,154.7367,25.7043,-1
25,21.54838,1.73E-02,98.33963,0.2432851,154.7805,25.71367,-1
26,21.56009,1.71E-02,98.30588,0.2435976,154.793,25.71524,-1
27,21.56009,1.63E-02,98.26838,0.2435976,154.7805,25.71055,-1
28,21.54369,0.0161722,98.30588,0.2426601,154.793,25.71211,-1
29,21.55384,1.57E-02,98.26838,0.2426601,154.768,25.71211,-1
30,21.54447,1.60E-02,98.24962,0.2420351,154.793,25.70899,-1
31,21.54213,1.57E-02,98.29088,0.2423476,154.743,25.71055,-1
32,21.54525,0.0161722,98.29088,0.2407851,154.6805,25.71367,-1
33,21.54838,1.71E-02,98.28712,0.2417226,154.6492,25.71211,-1
34,21.54838,0.0161722,98.29462,0.2414101,154.6492,25.71836,-1
35,21.54838,1.74E-02,98.28712,0.2414101,154.5867,25.71836,-1
36,21.54759,1.71E-02,98.35088,0.2410976,154.5805,25.71524,-1
37,21.55775,1.66E-02,98.30588,0.2410976,154.543,25.71836,-1
38,21.56166,1.74E-02,98.26463,0.2414101,154.5742,25.71524,-1
